# text	pinyin	sp	aux	code	weight	source
𭷫	chai	il	hr	ilhr	0	chars
𭷫	tao	tk	hr	tkhr	0	chars
𭷬	mo	mo	ir	moir	0	chars
𭷮	gou	gb	gq	gbgq	0	chars
𭷲	man	mj	ir	mjir	0	chars
𭷳	li	li	nq	linq	0	chars
𭷳	mao	mk	nq	mknq	0	chars
𭷵	li	li	hq	lihq	0	chars
𭷶	lei	lz	wq	lzwq	0	chars
𭷸	ting	ty	kn	tykn	0	chars
𭷹	zhang	vh	kk	vhkk	0	chars
𭷺	tun	tp	ku	tpku	0	chars
𭷻	you	yb	kn	ybkn	0	chars
𭷽	tu	tu	kq	tukq	0	chars
𭷾	dou	db	kj	dbkj	0	chars
𭷿	ji	ji	ir	jiir	0	chars
𭷿	qi	qi	ir	qiir	0	chars
𭸂	xiong	xs	ki	xski	0	chars
𭸄	xian	xm	kl	xmkl	0	chars
𭸅	xian	xm	kr	xmkr	0	chars
𭸆	nu	nu	ko	nuko	0	chars
𭸇	zi	zi	kd	zikd	0	chars
𭸈	nong	ns	kv	nskv	0	chars
𭸈	yi	yi	kv	yikv	0	chars
𭸋	chi	ii	dk	iidk	0	chars
𭸋	shi	ui	dk	uidk	0	chars
𭸌	ba	ba	ke	bake	0	chars
𭸍	ni	ni	ku	niku	0	chars
𭸎	mao	mk	kp	mkkp	0	chars
𭸏	juan	jr	kb	jrkb	0	chars
𭸐	na	na	kl	nakl	0	chars
𭸑	nao	nk	kp	nkkp	0	chars
𭸒	meng	mg	kt	mgkt	0	chars
𭸓	lin	ln	kd	lnkd	0	chars
𭸓	shan	uj	kd	ujkd	0	chars
𭸕	ye	ye	kk	yekk	0	chars
𭸖	mao	mk	kw	mkkw	0	chars
𭸖	zai	zl	kw	zlkw	0	chars
𭸖	zi	zi	kw	zikw	0	chars
𭸗	xie	xx	kd	xxkd	0	chars
𭸜	zhai	vl	ko	vlko	0	chars
𭸜	zhi	vi	ko	viko	0	chars
𭸞	tuan	tr	ke	trke	0	chars
𭸟	yi	yi	kr	yikr	0	chars
𭸠	jian	jm	kq	jmkq	0	chars
𭸡	liao	lc	kf	lckf	0	chars
𭸢	na	na	kr	nakr	0	chars
𭸣	xian	xm	mk	xmmk	0	chars
𭸥	ban	bj	kf	bjkf	0	chars
𭸨	shi	ui	kl	uikl	0	chars
𭸪	fu	fu	tk	futk	0	chars
𭸭	tu	tu	ka	tuka	0	chars
𭸮	xian	xm	mk	xmmk	0	chars
𭸰	luo	lo	kp	lokp	0	chars
𭸱	mo	mo	kf	mokf	0	chars
𭸳	xun	xp	kf	xpkf	0	chars
𭸴	jue	jt	ke	jtke	0	chars
𭸵	qiu	qq	mh	qqmh	0	chars
𭸷	zhi	vi	me	vime	0	chars
𭸻	min	mn	mp	mnmp	0	chars
𭸼	ying	yy	fi	yyfi	0	chars
𭸿	xu	xu	mh	xumh	0	chars
𭹀	zhen	vf	mf	vfmf	0	chars
𭹁	hu	hu	mm	humm	0	chars
𭹂	tuo	to	mp	tomp	0	chars
𭹃	tian	tm	mi	tmmi	0	chars
𭹃	zhen	vf	mi	vfmi	0	chars
𭹅	shan	uj	md	ujmd	0	chars
𭹆	qiong	qs	mg	qsmg	0	chars
𭹆	ting	ty	mg	tymg	0	chars
𭹆	xuan	xr	mg	xrmg	0	chars
𭹎	lai	ll	ki	llki	0	chars
𭹑	fu	fu	mi	fumi	0	chars
𭹑	lu	lu	mi	lumi	0	chars
𭹒	yu	yu	mr	yumr	0	chars
𭹕	mao	mk	ma	mkma	0	chars
𭹖	ku	ku	og	kuog	0	chars
𭹖	sheng	ug	og	ugog	0	chars
𭹖	zai	zl	og	zlog	0	chars
𭹗	liu	lq	mw	lqmw	0	chars
𭹘	chen	if	md	ifmd	0	chars
𭹚	ban	bj	mg	bjmg	0	chars
𭹜	luo	lo	mn	lomn	0	chars
𭹞	ban	bj	mg	bjmg	0	chars
𭹟	tao	tk	mu	tkmu	0	chars
𭹠	bao	bk	mg	bkmg	0	chars
𭹠	bi	bi	mg	bimg	0	chars
𭹢	bo	bo	me	bome	0	chars
𭹣	zhuo	vo	mo	vomo	0	chars
𭹣	zuo	zo	mo	zomo	0	chars
𭹤	ge	ge	mj	gemj	0	chars
𭹥	zhu	vu	mn	vumn	0	chars
𭹨	jie	jx	mv	jxmv	0	chars
𭹪	bao	bk	ms	bkms	0	chars
𭹬	fan	fj	tg	fjtg	0	chars
𭹯	shou	ub	jg	ubjg	0	chars
𭹰	qu	qu	mn	qumn	0	chars
𭹲	su	su	ml	suml	0	chars
𭹳	li	li	md	limd	0	chars
𭹵	can	cj	md	cjmd	0	chars
𭹷	can	cj	md	cjmd	0	chars
𭹹	gui	gv	mv	gvmv	0	chars
𭹽	liao	lc	mf	lcmf	0	chars
𭹾	guan	gr	mg	grmg	0	chars
𭹿	suo	so	mf	somf	0	chars
𭺄	man	mj	ms	mjms	0	chars
𭺆	ai	ai	me	aime	0	chars
𭺇	li	li	mp	limp	0	chars
𭺈	lian	lm	mf	lmmf	0	chars
𭺊	li	li	me	lime	0	chars
𭺌	bo	bo	mc	bomc	0	chars
𭺏	wen	wf	ji	wfji	0	chars
𭺕	cuo	co	mu	comu	0	chars
𭺖	nao	nk	me	nkme	0	chars
𭺗	pa	pa	hu	pahu	0	chars
𭺙	jue	jt	wo	jtwo	0	chars
𭺚	gua	gw	hb	gwhb	0	chars
𭺛	wa	wa	my	wamy	0	chars
𭺜	wa	wa	mu	wamu	0	chars
𭺝	ga	ga	ml	gaml	0	chars
𭺟	hui	hv	mi	hvmi	0	chars
𭺡	ye	ye	yn	yeyn	0	chars
𭺢	tong	ts	mb	tsmb	0	chars
𭺣	sui	sv	mj	svmj	0	chars
𭺥	weng	wg	mo	wgmo	0	chars
𭺩	ying	yy	bn	yybn	0	chars
𭺪	nian	nm	mm	nmmm	0	chars
𭺫	gan	gj	jm	gjjm	0	chars
𭺬	zhi	vi	ta	vita	0	chars
𭺮	chang	ih	ft	ihft	0	chars
𭺰	pan	pj	hm	pjhm	0	chars
𭺱	sheng	ug	um	ugum	0	chars
𭺳	shi	ui	hi	uihi	0	chars
𭺳	yi	yi	hi	yihi	0	chars
𭺵	su	su	hk	suhk	0	chars
𭺶	wei	wz	tm	wztm	0	chars
𭺷	jian	jm	ho	jmho	0	chars
𭺸	tong	ts	sq	tssq	0	chars
𭺸	yong	ys	sq	yssq	0	chars
𭺹	yong	ys	ns	ysns	0	chars
𭺼	fu	fu	ii	fuii	0	chars
𭺽	ye	ye	lh	yelh	0	chars
𭺾	bi	bi	wt	biwt	0	chars
𭺿	ce	ce	we	cewe	0	chars
𭺿	ji	ji	we	jiwe	0	chars
𭻁	dian	dm	we	dmwe	0	chars
𭻁	tian	tm	we	tmwe	0	chars
𭻂	dang	dh	fw	dhfw	0	chars
𭻃	jie	jx	wh	jxwh	0	chars
𭻅	de	de	we	dewe	0	chars
𭻅	di	di	we	diwe	0	chars
𭻅	duo	do	we	dowe	0	chars
𭻅	lan	lj	we	ljwe	0	chars
𭻅	quan	qr	we	qrwe	0	chars
𭻇	hu	hu	wr	huwr	0	chars
𭻈	qian	qm	gl	qmgl	0	chars
𭻉	bi	bi	ow	biow	0	chars
𭻉	fu	fu	ow	fuow	0	chars
𭻊	jie	jx	wo	jxwo	0	chars
𭻏	liu	lq	mw	lqmw	0	chars
𭻐	tuo	to	wd	towd	0	chars
𭻒	jun	jp	we	jpwe	0	chars
𭻓	ken	kf	aw	kfaw	0	chars
𭻔	lai	ll	wt	llwt	0	chars
𭻕	tuan	tr	wg	trwg	0	chars
𭻘	di	di	wh	diwh	0	chars
𭻙	sheng	ug	ys	ugys	0	chars
𭻜	lin	ln	wd	lnwd	0	chars
𭻝	mao	mk	wb	mkwb	0	chars
𭻞	hei	hz	wf	hzwf	0	chars
𭻢	si	si	mr	simr	0	chars
𭻤	na	na	wl	nawl	0	chars
𭻤	nei	nz	wl	nzwl	0	chars
𭻥	bao	bk	wp	bkwp	0	chars
𭻥	pu	pu	wp	puwp	0	chars
𭻨	jiang	jd	mf	jdmf	0	chars
𭻨	qiang	qd	mf	qdmf	0	chars
𭻩	jiang	jd	mm	jdmm	0	chars
𭻩	qiang	qd	mm	qdmm	0	chars
𭻪	chou	ib	wr	ibwr	0	chars
𭻫	fan	fj	he	fjhe	0	chars
𭻬	bao	bk	he	bkhe	0	chars
𭻯	jiang	jd	of	jdof	0	chars
𭻯	qiang	qd	of	qdof	0	chars
𭻰	die	dx	wm	dxwm	0	chars
𭻴	jiang	jd	mf	jdmf	0	chars
𭻴	qiang	qd	mf	qdmf	0	chars
𭻵	die	dx	wm	dxwm	0	chars
𭻶	xi	xi	we	xiwe	0	chars
𭻸	die	dx	wm	dxwm	0	chars
𭻹	lei	lz	ww	lzww	0	chars
𭻻	fan	fj	hi	fjhi	0	chars
𭻾	xuan	xr	oo	xroo	0	chars
𭻿	jie	jx	jo	jxjo	0	chars
𭻿	qie	qx	jo	qxjo	0	chars
𭼀	ba	ba	ne	bane	0	chars
𭼂	xia	xw	oo	xwoo	0	chars
𭼃	ni	ni	yo	niyo	0	chars
𭼃	yi	yi	yo	yiyo	0	chars
𭼄	yu	yu	nn	yunn	0	chars
𭼅	ni	ni	yo	niyo	0	chars
𭼅	yi	yi	yo	yiyo	0	chars
𭼆	zheng	vg	kg	vgkg	0	chars
𭼋	ji	ji	kc	jikc	0	chars
𭼌	bing	by	kl	bykl	0	chars
𭼍	tan	tj	kd	tjkd	0	chars
𭼎	lao	lk	ks	lkks	0	chars
𭼏	shen	uf	kv	ufkv	0	chars
𭼐	gu	gu	kd	gukd	0	chars
𭼐	kun	kp	kd	kpkd	0	chars
𭼓	qing	qy	kb	qykb	0	chars
𭼔	ju	ju	km	jukm	0	chars
𭼖	cuo	co	ka	coka	0	chars
𭼗	yi	yi	kg	yikg	0	chars
𭼙	nao	nk	kp	nkkp	0	chars
𭼙	ya	ya	kp	yakp	0	chars
𭼚	nao	nk	kp	nkkp	0	chars
𭼝	ai	ai	kr	aikr	0	chars
𭼝	qi	qi	kr	qikr	0	chars
𭼝	yi	yi	kr	yikr	0	chars
𭼞	yang	yh	kp	yhkp	0	chars
𭼟	ni	ni	kr	nikr	0	chars
𭼠	nve	nt	km	ntkm	0	chars
𭼢	huan	hr	kp	hrkp	0	chars
𭼣	feng	fg	kj	fgkj	0	chars
𭼣	pang	ph	kj	phkj	0	chars
𭼥	can	cj	ki	cjki	0	chars
𭼦	sao	sk	ki	skki	0	chars
𭼨	can	cj	ki	cjki	0	chars
𭼩	yan	yj	kk	yjkk	0	chars
𭼪	ji	ji	ki	jiki	0	chars
𭼫	dui	dv	kd	dvkd	0	chars
𭼬	shou	ub	ke	ubke	0	chars
𭼭	yin	yn	ki	ynki	0	chars
𭼮	ban	bj	kf	bjkf	0	chars
𭼰	li	li	km	likm	0	chars
𭼰	luo	lo	km	lokm	0	chars
𭼱	biao	bc	ki	bcki	0	chars
𭼲	hu	hu	kg	hukg	0	chars
𭼲	huo	ho	kg	hokg	0	chars
𭼳	wu	wu	kq	wukq	0	chars
𭼴	lou	lb	kb	lbkb	0	chars
𭼶	ya	ya	kg	yakg	0	chars
𭼷	nao	nk	km	nkkm	0	chars
𭼸	yang	yh	ki	yhki	0	chars
𭼻	qu	qu	kg	qukg	0	chars
𭼽	bo	bo	hc	bohc	0	chars
𭼾	gui	gv	hk	gvhk	0	chars
𭼿	ti	ti	na	tina	0	chars
𭽀	can	cj	nd	cjnd	0	chars
𭽁	deng	dg	ht	dght	0	chars
𭽂	fa	fa	hk	fahk	0	chars
𭽄	deng	dg	nu	dgnu	0	chars
𭽅	fa	fa	ni	fani	0	chars
𭽇	bi	bi	hu	bihu	0	chars
𭽇	ji	ji	hu	jihu	0	chars
𭽈	gen	gf	mm	gfmm	0	chars
𭽉	zha	va	hp	vahp	0	chars
𭽊	mao	mk	hu	mkhu	0	chars
𭽍	fang	fh	hs	fhhs	0	chars
𭽎	hu	hu	mt	humt	0	chars
𭽏	gao	gk	hj	gkhj	0	chars
𭽏	hao	hk	hj	hkhj	0	chars
𭽒	shen	uf	hl	ufhl	0	chars
𭽓	hu	hu	hi	huhi	0	chars
𭽖	quan	qr	ho	qrho	0	chars
𭽗	gao	gk	hq	gkhq	0	chars
𭽗	hao	hk	hq	hkhq	0	chars
𭽙	xiao	xc	hu	xchu	0	chars
𭽚	huang	hd	hu	hdhu	0	chars
𭽛	dang	dh	hh	dhhh	0	chars
𭽜	fei	fz	hy	fzhy	0	chars
𭽞	min	mn	ra	mnra	0	chars
𭽢	can	cj	hd	cjhd	0	chars
𭽣	zhi	vi	dm	vidm	0	chars
𭽥	gu	gu	dc	gudc	0	chars
𭽦	tuo	to	ce	toce	0	chars
𭽧	pi	pi	du	pidu	0	chars
𭽩	pao	pk	du	pkdu	0	chars
𭽪	zhou	vb	se	vbse	0	chars
𭽫	cun	cp	de	cpde	0	chars
𭽬	san	sj	te	sjte	0	chars
𭽭	cu	cu	de	cude	0	chars
𭽯	da	da	ge	dage	0	chars
𭽰	gu	gu	dg	gudg	0	chars
𭽲	zhou	vb	du	vbdu	0	chars
𭽷	zha	va	ye	vaye	0	chars
𭽸	dong	ds	gm	dsgm	0	chars
𭽹	jian	jm	me	jmme	0	chars
𭽺	zhe	ve	se	vese	0	chars
𭽻	jian	jm	me	jmme	0	chars
𭽼	wen	wf	ot	wfot	0	chars
𭽽	bo	bo	ht	boht	0	chars
𭽾	meng	mg	ht	mght	0	chars
𭾀	yi	yi	jt	yijt	0	chars
𭾁	gui	gv	at	gvat	0	chars
𭾂	gai	gl	tt	gltt	0	chars
𭾂	ge	ge	tt	gett	0	chars
𭾂	he	he	tt	hett	0	chars
𭾃	yan	yj	qt	yjqt	0	chars
𭾄	zhan	vj	qt	vjqt	0	chars
𭾅	wan	wj	jt	wjjt	0	chars
𭾆	jian	jm	lt	jmlt	0	chars
𭾉	gu	gu	lt	gult	0	chars
𭾊	lu	lu	lt	lult	0	chars
𭾋	jian	jm	lt	jmlt	0	chars
𭾌	gu	gu	gt	gugt	0	chars
𭾎	wen	wf	vt	wfvt	0	chars
𭾏	gu	gu	lt	gult	0	chars
𭾐	lu	lu	mt	lumt	0	chars
𭾑	gu	gu	st	gust	0	chars
𭾒	ken	kf	bt	kfbt	0	chars
𭾓	juan	jr	cv	jrcv	0	chars
𭾕	yu	yu	bt	yubt	0	chars
𭾖	yan	yj	gt	yjgt	0	chars
𭾘	bi	bi	bc	bibc	0	chars
𭾘	fei	fz	bc	fzbc	0	chars
𭾙	lao	lk	bn	lkbn	0	chars
𭾙	le	le	bn	lebn	0	chars
𭾙	liao	lc	bn	lcbn	0	chars
𭾙	mian	mm	bn	mmbn	0	chars
𭾙	wu	wu	bn	wubn	0	chars
𭾚	ta	ta	bk	tabk	0	chars
𭾛	zhen	vf	yh	vfyh	0	chars
𭾜	dun	dp	hu	dphu	0	chars
𭾟	shi	ui	bf	uibf	0	chars
𭾢	min	mn	bk	mnbk	0	chars
𭾣	zha	va	bo	vabo	0	chars
𭾤	zhi	vi	bm	vibm	0	chars
𭾦	guo	go	bi	gobi	0	chars
𭾦	kuang	kd	bi	kdbi	0	chars
𭾨	ma	ma	br	mabr	0	chars
𭾩	kan	kj	hu	kjhu	0	chars
𭾪	qiong	qs	wv	qswv	0	chars
𭾰	jie	jx	bv	jxbv	0	chars
𭾱	gu	gu	wv	guwv	0	chars
𭾵	hao	hk	br	hkbr	0	chars
𭾵	ku	ku	br	kubr	0	chars
𭾶	wan	wj	bn	wjbn	0	chars
𭾷	ding	dy	bo	dybo	0	chars
𭾿	jie	jx	bo	jxbo	0	chars
𭿀	ji	ji	iu	jiiu	0	chars
𭿀	qi	qi	iu	qiiu	0	chars
𭿀	zhai	vl	iu	vliu	0	chars
𭿁	zhui	vv	be	vvbe	0	chars
𭿃	meng	mg	tu	mgtu	0	chars
𭿆	hun	hp	bu	hpbu	0	chars
𭿇	chi	ii	bi	iibi	0	chars
𭿈	xiong	xs	br	xsbr	0	chars
𭿉	ye	ye	bv	yebv	0	chars
𭿋	ma	ma	hr	mahr	0	chars
𭿌	li	li	pu	lipu	0	chars
𭿍	tong	ts	bg	tsbg	0	chars
𭿐	yi	yi	su	yisu	0	chars
𭿑	bi	bi	bt	bibt	0	chars
𭿓	gao	gk	hq	gkhq	0	chars
𭿓	hao	hk	hq	hkhq	0	chars
𭿓	shi	ui	hq	uihq	0	chars
𭿓	yi	yi	hq	yihq	0	chars
𭿓	ze	ze	hq	zehq	0	chars
𭿙	mo	mo	bh	mobh	0	chars
𭿙	mu	mu	bh	mubh	0	chars
𭿜	ming	my	bc	mybc	0	chars
𭿟	hao	hk	bj	hkbj	0	chars
𭿡	ma	ma	hl	mahl	0	chars
𭿢	gu	gu	be	gube	0	chars
𭿤	xi	xi	be	xibe	0	chars
𭿦	shu	uu	ba	uuba	0	chars
𭿩	sheng	ug	gu	uggu	0	chars
𭿪	jue	jt	be	jtbe	0	chars
𭿫	ke	ke	bt	kebt	0	chars
𭿬	bin	bn	bc	bnbc	0	chars
𭿬	pin	pn	bc	pnbc	0	chars
𭿭	hao	hk	bo	hkbo	0	chars
𭿮	ji	ji	bc	jibc	0	chars
𭿲	gu	gu	gu	gugu	0	chars
𭿳	luo	lo	bg	lobg	0	chars
𭿶	mao	mk	nh	mknh	0	chars
𭿷	jue	jt	nr	jtnr	0	chars
𭿷	xu	xu	nr	xunr	0	chars
𭿷	yu	yu	nr	yunr	0	chars
𭿸	guan	gr	nm	grnm	0	chars
𭿸	jin	jn	nm	jnnm	0	chars
𭿸	qin	qn	nm	qnnm	0	chars
𭿺	mao	mk	nq	mknq	0	chars
𭿻	shuo	uo	nc	uonc	0	chars
𭿼	wu	wu	nf	wunf	0	chars
𭿿	gui	gv	fk	gvfk	0	chars
𮀀	zu	zu	om	zuom	0	chars
𮀁	ju	ju	ol	juol	0	chars
𮀂	duan	dr	om	drom	0	chars
𮀇	fan	fj	dk	fjdk	0	chars
𮀈	man	mj	ir	mjir	0	chars
𮀏	po	po	mr	pomr	0	chars
𮀐	lao	lk	ml	lkml	0	chars
𮀒	hua	hw	qr	hwqr	0	chars
𮀒	xu	xu	qr	xuqr	0	chars
𮀓	ding	dy	mn	dymn	0	chars
𮀔	zhai	vl	mf	vlmf	0	chars
𮀕	qi	qi	mr	qimr	0	chars
𮀗	wu	wu	mm	wumm	0	chars
𮀛	bao	bk	md	bkmd	0	chars
𮀠	bang	bh	mc	bhmc	0	chars
𮀡	ling	ly	mf	lymf	0	chars
𮀢	cao	ck	mr	ckmr	0	chars
𮀢	zao	zk	mr	zkmr	0	chars
𮀤	lao	lk	ms	lkms	0	chars
𮀤	luo	lo	ms	loms	0	chars
𮀥	ruo	ro	mb	romb	0	chars
𮀩	guan	gr	mr	grmr	0	chars
𮀪	guan	gr	mo	grmo	0	chars
𮀮	liu	lq	md	lqmd	0	chars
𮀮	lu	lu	md	lumd	0	chars
𮀯	bi	bi	hr	bihr	0	chars
𮀰	rang	rh	mr	rhmr	0	chars
𮀱	bi	bi	hr	bihr	0	chars
𮀲	geng	gg	mm	ggmm	0	chars
𮀳	que	qt	mg	qtmg	0	chars
𮀴	jian	jm	mq	jmmq	0	chars
𮀴	keng	kg	mq	kgmq	0	chars
𮀵	chen	if	md	ifmd	0	chars
𮀶	yan	yj	mq	yjmq	0	chars
𮀸	qian	qm	mk	qmmk	0	chars
𮀺	le	le	me	leme	0	chars
𮀻	hou	hb	mr	hbmr	0	chars
𮀻	kuo	ko	mr	komr	0	chars
𮀻	shi	ui	mr	uimr	0	chars
𮀻	tuo	to	mr	tomr	0	chars
𮀼	su	su	ml	suml	0	chars
𮀽	xia	xw	ml	xwml	0	chars
𮀿	que	qt	mg	qtmg	0	chars
𮁀	hao	hk	mu	hkmu	0	chars
𮁂	che	ie	mw	iemw	0	chars
𮁃	xian	xm	mc	xmmc	0	chars
𮁃	xin	xn	mc	xnmc	0	chars
𮁄	cao	ck	md	ckmd	0	chars
𮁆	xiao	xc	mb	xcmb	0	chars
𮁇	ke	ke	mr	kemr	0	chars
𮁉	yin	yn	mp	ynmp	0	chars
𮁊	qu	qu	md	qumd	0	chars
𮁋	lei	lz	mu	lzmu	0	chars
𮁌	ke	ke	mt	kemt	0	chars
𮁍	zhun	vp	mj	vpmj	0	chars
𮁎	que	qt	mg	qtmg	0	chars
𮁏	li	li	mj	limj	0	chars
𮁒	mo	mo	mg	momg	0	chars
𮁘	bao	bk	me	bkme	0	chars
𮁘	pao	pk	me	pkme	0	chars
𮁙	tan	tj	mg	tjmg	0	chars
𮁚	li	li	md	limd	0	chars
𮁝	zhu	vu	kf	vukf	0	chars
𮁟	she	ue	ii	ueii	0	chars
𮁠	hao	hk	iu	hkiu	0	chars
𮁠	mao	mk	iu	mkiu	0	chars
𮁣	ku	ku	ii	kuii	0	chars
𮁤	nai	nl	jf	nljf	0	chars
𮁧	ce	ce	im	ceim	0	chars
𮁧	shan	uj	im	ujim	0	chars
𮁧	shi	ui	im	uiim	0	chars
𮁧	zha	va	im	vaim	0	chars
𮁨	ji	ji	hf	jihf	0	chars
𮁨	zhai	vl	hf	vlhf	0	chars
𮁩	you	yb	ir	ybir	0	chars
𮁪	qi	qi	iy	qiiy	0	chars
𮁫	zhu	vu	in	vuin	0	chars
𮁬	jia	jw	ir	jwir	0	chars
𮁭	huan	hr	im	hrim	0	chars
𮁮	er	er	il	eril	0	chars
𮁯	ku	ku	is	kuis	0	chars
𮁰	ji	ji	ib	jiib	0	chars
𮁰	zhai	vl	ib	vlib	0	chars
𮁱	rong	rs	ij	rsij	0	chars
𮁲	gan	gj	ij	gjij	0	chars
𮁳	huo	ho	id	hoid	0	chars
𮁴	hang	hh	in	hhin	0	chars
𮁶	zhai	vl	yl	vlyl	0	chars
𮁷	jie	jx	io	jxio	0	chars
𮁸	di	di	jf	dijf	0	chars
𮁸	zhi	vi	jf	vijf	0	chars
𮁹	ji	ji	yf	jiyf	0	chars
𮁹	zhai	vl	yf	vlyf	0	chars
𮁺	xian	xm	im	xmim	0	chars
𮁺	yan	yj	im	yjim	0	chars
𮁻	xi	xi	ib	xiib	0	chars
𮁼	zhan	vj	iy	vjiy	0	chars
𮁽	chu	iu	ik	iuik	0	chars
𮁾	yong	ys	ib	ysib	0	chars
𮂀	zu	zu	ic	zuic	0	chars
𮂁	huo	ho	ir	hoir	0	chars
𮂄	dai	dl	pd	dlpd	0	chars
𮂄	li	li	pd	lipd	0	chars
𮂅	han	hj	ir	hjir	0	chars
𮂅	jian	jm	ir	jmir	0	chars
𮂇	xing	xy	im	xyim	0	chars
𮂈	zu	zu	im	zuim	0	chars
𮂊	fu	fu	iw	fuiw	0	chars
𮂎	sha	ua	ie	uaie	0	chars
𮂎	shai	ul	ie	ulie	0	chars
𮂏	qiang	qd	ii	qdii	0	chars
𮂑	zhi	vi	gf	vigf	0	chars
𮂒	ji	ji	ic	jiic	0	chars
𮂔	fu	fu	iw	fuiw	0	chars
𮂚	xiang	xd	io	xdio	0	chars
𮂜	rang	rh	iv	rhiv	0	chars
𮂞	dao	dk	ii	dkii	0	chars
𮂟	chan	ij	im	ijim	0	chars
𮂟	shan	uj	im	ujim	0	chars
𮂠	zan	zj	ic	zjic	0	chars
𮂡	bo	bo	ie	boie	0	chars
𮂢	mi	mi	ik	miik	0	chars
𮂢	ni	ni	ik	niik	0	chars
𮂤	bai	bl	by	blby	0	chars
𮂦	mei	mz	id	mzid	0	chars
𮂦	mi	mi	id	miid	0	chars
𮂧	zhai	vl	if	vlif	0	chars
𮂨	zhe	ve	ij	veij	0	chars
𮂩	luo	lo	ig	loig	0	chars
𮂫	fa	fa	ii	faii	0	chars
𮂬	li	li	ub	liub	0	chars
𮂭	chou	ib	wf	ibwf	0	chars
𮂭	you	yb	wf	ybwf	0	chars
𮂮	fei	fz	hb	fzhb	0	chars
𮂯	nian	nm	hj	nmhj	0	chars
𮂰	qi	qi	hl	qihl	0	chars
𮂱	ji	ji	hu	jihu	0	chars
𮂲	qiu	qq	hi	qqhi	0	chars
𮂶	ke	ke	ht	keht	0	chars
𮂷	tu	tu	hm	tuhm	0	chars
𮂹	wen	wf	hk	wfhk	0	chars
𮂺	bo	bo	he	bohe	0	chars
𮂾	you	yb	hc	ybhc	0	chars
𮂿	zhu	vu	hg	vuhg	0	chars
𮃁	xiang	xd	hq	xdhq	0	chars
𮃄	duo	do	hd	dohd	0	chars
𮃅	hui	hv	hi	hvhi	0	chars
𮃆	qin	qn	he	qnhe	0	chars
𮃇	qian	qm	hb	qmhb	0	chars
𮃊	hui	hv	hh	hvhh	0	chars
𮃋	bu	bu	hq	buhq	0	chars
𮃋	pu	pu	hq	puhq	0	chars
𮃌	ju	ju	hd	juhd	0	chars
𮃎	chen	if	hm	ifhm	0	chars
𮃎	cheng	ig	hm	ighm	0	chars
𮃏	shou	ub	hb	ubhb	0	chars
𮃐	zong	zs	hp	zshp	0	chars
𮃑	meng	mg	ht	mght	0	chars
𮃔	chu	iu	ha	iuha	0	chars
𮃕	leng	lg	hs	lghs	0	chars
𮃕	ling	ly	hs	lyhs	0	chars
𮃖	shou	ub	hn	ubhn	0	chars
𮃗	mo	mo	hh	mohh	0	chars
𮃗	mu	mu	hh	muhh	0	chars
𮃘	cha	ia	hk	iahk	0	chars
𮃙	chui	iv	hu	ivhu	0	chars
𮃙	duo	do	hu	dohu	0	chars
𮃙	tuo	to	hu	tohu	0	chars
𮃚	qiu	qq	hf	qqhf	0	chars
𮃛	ji	ji	ha	jiha	0	chars
𮃛	qi	qi	ha	qiha	0	chars
𮃜	huang	hd	hu	hdhu	0	chars
𮃝	ban	bj	he	bjhe	0	chars
𮃡	liang	ld	hd	ldhd	0	chars
𮃢	ji	ji	ha	jiha	0	chars
𮃢	qi	qi	ha	qiha	0	chars
𮃣	su	su	hf	suhf	0	chars
𮃥	jiao	jc	hb	jchb	0	chars
𮃪	bo	bo	hw	bohw	0	chars
𮃫	tong	ts	hb	tshb	0	chars
𮃬	jian	jm	hr	jmhr	0	chars
𮃬	zhan	vj	hr	vjhr	0	chars
𮃭	zhe	ve	hr	vehr	0	chars
𮃯	yu	yu	ho	yuho	0	chars
𮃰	he	he	od	heod	0	chars
𮃰	hu	hu	od	huod	0	chars
𮃰	huo	ho	od	hood	0	chars
𮃱	li	li	hg	lihg	0	chars
𮃱	xi	xi	hg	xihg	0	chars
𮃲	mei	mz	hn	mzhn	0	chars
𮃴	yu	yu	hc	yuhc	0	chars
𮃵	chi	ii	hb	iihb	0	chars
𮃶	jun	jp	hw	jphw	0	chars
𮃶	qun	qp	hw	qphw	0	chars
𮃷	mi	mi	hy	mihy	0	chars
𮃷	mo	mo	hy	mohy	0	chars
𮃸	hui	hv	jp	hvjp	0	chars
𮃾	yan	yj	jm	yjjm	0	chars
𮄁	zao	zk	ju	zkju	0	chars
𮄂	wa	wa	jg	wajg	0	chars
𮄄	qing	qy	jb	qyjb	0	chars
𮄅	zao	zk	ju	zkju	0	chars
𮄆	mei	mz	jd	mzjd	0	chars
𮄊	qin	qn	je	qnje	0	chars
𮄋	zao	zk	jw	zkjw	0	chars
𮄌	mei	mz	jd	mzjd	0	chars
𮄍	zao	zk	jo	zkjo	0	chars
𮄎	qin	qn	je	qnje	0	chars
𮄑	wo	wo	jb	wojb	0	chars
𮄒	cuan	cr	jn	crjn	0	chars
𮄓	su	su	jj	sujj	0	chars
𮄔	wu	wu	jr	wujr	0	chars
𮄔	yu	yu	jr	yujr	0	chars
𮄕	chan	ij	jh	ijjh	0	chars
𮄗	chan	ij	ju	ijju	0	chars
𮄗	dan	dj	ju	djju	0	chars
𮄘	qie	qx	jb	qxjb	0	chars
𮄙	ju	ju	jv	jujv	0	chars
