# 字符	编码	权重	来源
𡄆	orhbd	-1000000	cangjie
噢	orhbk	-1000000	cangjie
𠶜	orhbn	-1000000	cangjie
响	orhbr	-1000000	cangjie
𪢉	orhbr	-1000000	cangjie
𠿋	orhbs	-1000000	cangjie
𠲣	orhbt	-1000000	cangjie
𥁴	orhbt	-1000000	cangjie
𱕋	orhbt	-1000000	cangjie
咱	orhbu	-1000000	cangjie
𲘔	orhbu	-1000000	cangjie
哝	orhbv	-1000000	cangjie
𪠾	orhby	-1000000	cangjie
𠻦	orhce	-1000000	cangjie
嚠	orhcn	-1000000	cangjie
𠰗	orhcs	-1000000	cangjie
咊	orhd	-1000000	cangjie
𠰓	orhd	-1000000	cangjie
㗍	orhda	-1000000	cangjie
𡃊	orhda	-1000000	cangjie
𠿀	orhdb	-1000000	cangjie
𭈛	orhdd	-1000000	cangjie
𭉬	orhdd	-1000000	cangjie
𭋓	orhde	-1000000	cangjie
𭌶	orhde	-1000000	cangjie
啾	orhdf	-1000000	cangjie
𠺰	orhdf	-1000000	cangjie
𱓷	orhdh	-1000000	cangjie
𲗴	orhdh	-1000000	cangjie
𭈀	orhdi	-1000000	cangjie
𡅵	orhdj	-1000000	cangjie
𠶏	orhdl	-1000000	cangjie
𠼒	orhdm	-1000000	cangjie
唎	orhdn	-1000000	cangjie
𠳶	orhdn	-1000000	cangjie
𠼪	orhdn	-1000000	cangjie
𱔏	orhdn	-1000000	cangjie
㗭	orhdp	-1000000	cangjie
𡀝	orhdp	-1000000	cangjie
𡅯	orhdp	-1000000	cangjie
𪢖	orhdp	-1000000	cangjie
啝	orhdr	-1000000	cangjie
唀	orhds	-1000000	cangjie
𠽲	orhdt	-1000000	cangjie
𠾔	orhdu	-1000000	cangjie
唩	orhdv	-1000000	cangjie
噃	orhdw	-1000000	cangjie
𠯘	orhe	-1000000	cangjie
㖓	orhej	-1000000	cangjie
咚	orhem	-1000000	cangjie
𠷶	orhem	-1000000	cangjie
𠲓	orheq	-1000000	cangjie
咯	orher	-1000000	cangjie
𱒝	orhes	-1000000	cangjie
𡂑	orhet	-1000000	cangjie
𭈜	orhew	-1000000	cangjie
咚	orhey	-1000000	cangjie
𠿫	orhfb	-1000000	cangjie
𡄠	orhfb	-1000000	cangjie
呼	orhfd	-1000000	cangjie
𫬚	orhfk	-1000000	cangjie
𭋒	orhfl	-1000000	cangjie
𠿈	orhfp	-1000000	cangjie
呈	orhg	-1000000	cangjie
𠰃	orhg	-1000000	cangjie
𭇆	orhg	-1000000	cangjie
𠵟	orhgd	-1000000	cangjie
嚑	orhgf	-1000000	cangjie
𠲍	orhgi	-1000000	cangjie
𠾡	orhgi	-1000000	cangjie
𠴯	orhgo	-1000000	cangjie
哠	orhgr	-1000000	cangjie
㗢	orhgs	-1000000	cangjie
𫩱	orhgu	-1000000	cangjie
𫫝	orhha	-1000000	cangjie
𫬧	orhhb	-1000000	cangjie
嗛	orhhc	-1000000	cangjie
𠾫	orhhc	-1000000	cangjie
𫬀	orhhd	-1000000	cangjie
嚟	orhhe	-1000000	cangjie
㗛	orhhk	-1000000	cangjie
㘉	orhhl	-1000000	cangjie
𠰭	orhhl	-1000000	cangjie
𰇬	orhhl	-1000000	cangjie
𪡾	orhhm	-1000000	cangjie
𫩓	orhhn	-1000000	cangjie
𠲐	orhhp	-1000000	cangjie
𠾆	orhhq	-1000000	cangjie
哌	orhhv	-1000000	cangjie
𠺕	orhhw	-1000000	cangjie
䶸	orhi	-1000000	cangjie
𭊔	orhie	-1000000	cangjie
𠺑	orhik	-1000000	cangjie
𭊔	orhik	-1000000	cangjie
𠰏	orhio	-1000000	cangjie
𱔌	orhip	-1000000	cangjie
𲖌	orhir	-1000000	cangjie
吀	orhj	-1000000	cangjie
咮	orhjd	-1000000	cangjie
喠	orhjg	-1000000	cangjie
𠶏	orhjl	-1000000	cangjie
唾	orhjm	-1000000	cangjie
𠰙	orhjn	-1000000	cangjie
𫪪	orhjo	-1000000	cangjie
𱓅	orhjp	-1000000	cangjie
咶	orhjr	-1000000	cangjie
𲕨	orhju	-1000000	cangjie
喢	orhjx	-1000000	cangjie
㕭	orhk	-1000000	cangjie
嘺	orhkb	-1000000	cangjie
𪡀	orhkl	-1000000	cangjie
𠿓	orhkm	-1000000	cangjie
𠰙	orhkn	-1000000	cangjie
㖭	orhkp	-1000000	cangjie
㖔	orhkr	-1000000	cangjie
㗺	orhky	-1000000	cangjie
𲕧	orhlb	-1000000	cangjie
𲖢	orhlb	-1000000	cangjie
𡂒	orhlc	-1000000	cangjie
𬠉	orhli	-1000000	cangjie
㖄	orhll	-1000000	cangjie
𱕢	orhll	-1000000	cangjie
𭇩	orhlm	-1000000	cangjie
𠞍	orhln	-1000000	cangjie
𪡗	orhlo	-1000000	cangjie
𫩜	orhlo	-1000000	cangjie
𠽩	orhlq	-1000000	cangjie
𭋖	orhlw	-1000000	cangjie
𡅣	orhlx	-1000000	cangjie
𡅎	orhma	-1000000	cangjie
𡆅	orhme	-1000000	cangjie
𭇨	orhmf	-1000000	cangjie
听	orhml	-1000000	cangjie
噬	orhmo	-1000000	cangjie
㖃	orhmr	-1000000	cangjie
𫩲	orhmr	-1000000	cangjie
𡀜	orhmt	-1000000	cangjie
𭇓	orhmy	-1000000	cangjie
叽	orhn	-1000000	cangjie
哚	orhnd	-1000000	cangjie
𠼝	orhnd	-1000000	cangjie
吺	orhne	-1000000	cangjie
𭊵	orhnf	-1000000	cangjie
𭊗	orhnh	-1000000	cangjie
㕨	orhni	-1000000	cangjie
𠷕	orhni	-1000000	cangjie
𲔒	orhnk	-1000000	cangjie
𠼐	orhnq	-1000000	cangjie
𭊓	orhnq	-1000000	cangjie
𡅨	orhnr	-1000000	cangjie
𲔝	orhnr	-1000000	cangjie
喒	orhoa	-1000000	cangjie
𡃪	orhoc	-1000000	cangjie
𰈘	orhod	-1000000	cangjie
𠶎	orhoe	-1000000	cangjie
𠷴	orhoe	-1000000	cangjie
𱒵	orhoe	-1000000	cangjie
𠾊	orhog	-1000000	cangjie
𭈕	orhog	-1000000	cangjie
𲕌	orhog	-1000000	cangjie
嘚	orhoi	-1000000	cangjie
𠸤	orhoi	-1000000	cangjie
𲖍	orhoi	-1000000	cangjie
䬭	orhoiv	-1000000	cangjie
𡄭	orhoj	-1000000	cangjie
𡀎	orhok	-1000000	cangjie
𡀏	orhok	-1000000	cangjie
𭊷	orhol	-1000000	cangjie
哘	orhon	-1000000	cangjie
㗸	orhon	-1000000	cangjie
㘅	orhon	-1000000	cangjie
𠾑	orhon	-1000000	cangjie
𡆚	orhon	-1000000	cangjie
𱔡	orhon	-1000000	cangjie
嘥	orhoo	-1000000	cangjie
㗰	orhoo	-1000000	cangjie
𠻀	orhoo	-1000000	cangjie
𪢝	orhop	-1000000	cangjie
𠷈	orhoq	-1000000	cangjie
㗳	orhor	-1000000	cangjie
𠴰	orhor	-1000000	cangjie
𪢑	orhor	-1000000	cangjie
𭉂	orhov	-1000000	cangjie
吒	orhp	-1000000	cangjie
𭆿	orhp	-1000000	cangjie
㖧	orhpa	-1000000	cangjie
𱓍	orhpb	-1000000	cangjie
𠼠	orhpc	-1000000	cangjie
喞	orhpl	-1000000	cangjie
𠲃	orhpl	-1000000	cangjie
呧	orhpm	-1000000	cangjie
𠳂	orhpr	-1000000	cangjie
嘅	orhpu	-1000000	cangjie
吽	orhq	-1000000	cangjie
𰠧	orhq	-1000000	cangjie
𭈘	orhqh	-1000000	cangjie
哦	orhqi	-1000000	cangjie
𡀤	orhqi	-1000000	cangjie
𭉪	orhqi	-1000000	cangjie
㗑	orhqj	-1000000	cangjie
𠳐	orhql	-1000000	cangjie
𠰮	orhqm	-1000000	cangjie
𭺲	orhqm	-1000000	cangjie
呹	orhqo	-1000000	cangjie
𠵮	orhqq	-1000000	cangjie
𭋑	orhqq	-1000000	cangjie
哠	orhqr	-1000000	cangjie
㕰	orhqu	-1000000	cangjie
𣬦	orhqu	-1000000	cangjie
𠸦	orhqu	-1000000	cangjie
呂	orhr	-1000000	cangjie
𱓻	orhrb	-1000000	cangjie
嗚	orhrf	-1000000	cangjie
𫫤	orhrk	-1000000	cangjie
𠵯	orhrn	-1000000	cangjie
𭈅	orhru	-1000000	cangjie
𠮠	orhs	-1000000	cangjie
𠯖	orhs	-1000000	cangjie
𠷨	orhsb	-1000000	cangjie
𭈞	orhsb	-1000000	cangjie
𡄍	orhsf	-1000000	cangjie
噭	orhsk	-1000000	cangjie
唳	orhsk	-1000000	cangjie
𠼍	orhsk	-1000000	cangjie
喞	orhsl	-1000000	cangjie
𰇵	orhsl	-1000000	cangjie
𭉮	orhsm	-1000000	cangjie
呝	orhsn	-1000000	cangjie
𲕍	orhss	-1000000	cangjie
嘅	orhsu	-1000000	cangjie
𠲪	orhsu	-1000000	cangjie
𠹓	orhsu	-1000000	cangjie
𱔍	orhsu	-1000000	cangjie
啗	orhsx	-1000000	cangjie
呏	orht	-1000000	cangjie
𱕍	orhtc	-1000000	cangjie
𪢊	orhto	-1000000	cangjie
兄	orhu	-1000000	cangjie
𡄋	orhua	-1000000	cangjie
囋	orhuc	-1000000	cangjie
𠹑	orhud	-1000000	cangjie
𠹡	orhug	-1000000	cangjie
𠺌	orhui	-1000000	cangjie
嘷	orhuj	-1000000	cangjie
嗅	orhuk	-1000000	cangjie
嚊	orhul	-1000000	cangjie
𡃢	orhum	-1000000	cangjie
𰉄	orhuo	-1000000	cangjie
𠺒	orhup	-1000000	cangjie
𭊴	orhup	-1000000	cangjie
嚊	orhut	-1000000	cangjie
𡄊	orhut	-1000000	cangjie
𠽶	orhuu	-1000000	cangjie
𪠸	orhvd	-1000000	cangjie
𫪈	orhvf	-1000000	cangjie
呧	orhvi	-1000000	cangjie
𱒌	orhvl	-1000000	cangjie
呱	orhvo	-1000000	cangjie
𭇇	orhvp	-1000000	cangjie
𱔍	orhvu	-1000000	cangjie
囖	orhwg	-1000000	cangjie
啤	orhwj	-1000000	cangjie
𠱖	orhwk	-1000000	cangjie
𪢀	orhwk	-1000000	cangjie
𱕌	orhwn	-1000000	cangjie
𠹇	orhwp	-1000000	cangjie
𠴿	orhwt	-1000000	cangjie
𠴺	orhwu	-1000000	cangjie
𠲼	orhx	-1000000	cangjie
𡁎	orhxc	-1000000	cangjie
𡃳	orhxc	-1000000	cangjie
𡁝	orhxc	-1000000	cangjie
㘀	orhxd	-1000000	cangjie
𠹠	orhxd	-1000000	cangjie
嗖	orhxe	-1000000	cangjie
㖬	orhxe	-1000000	cangjie
𡄺	orhxf	-1000000	cangjie
𭌻	orhxf	-1000000	cangjie
𠲳	orhxh	-1000000	cangjie
𨈗	orhxh	-1000000	cangjie
𰈱	orhxo	-1000000	cangjie
𡀭	orhxs	-1000000	cangjie
唲	orhxu	-1000000	cangjie
𪚩	orhxu	-1000000	cangjie
喒	orhya	-1000000	cangjie
𭌬	orhyb	-1000000	cangjie
𲕵	orhye	-1000000	cangjie
𲀱	orhyhv	-1000000	cangjie
嗁	orhyn	-1000000	cangjie
𰈙	orhyn	-1000000	cangjie
𭍌	orhyp	-1000000	cangjie
𠴰	orhyr	-1000000	cangjie
𰈤	orhyt	-1000000	cangjie
嗁	orhyu	-1000000	cangjie
𭉄	orhyu	-1000000	cangjie
𠯫	ori	-1000000	cangjie
𫩕	ori	-1000000	cangjie
𭌺	oria	-1000000	cangjie
哴	oriav	-1000000	cangjie
𠱝	orib	-1000000	cangjie
𠱮	orib	-1000000	cangjie
㗘	oribi	-1000000	cangjie
𠹌	oribp	-1000000	cangjie
𧶒	oribuc	-1000000	cangjie
𠿳	oricc	-1000000	cangjie
𲘇	oricd	-1000000	cangjie
唆	orice	-1000000	cangjie
嚒	orici	-1000000	cangjie
嚤	oricq	-1000000	cangjie
嚰	oricr	-1000000	cangjie
𠰲	orid	-1000000	cangjie
𠳹	orid	-1000000	cangjie
𰗪	orid	-1000000	cangjie
𭍓	oridai	-1000000	cangjie
嘛	oridd	-1000000	cangjie
𲘇	oridd	-1000000	cangjie
嚒	oridi	-1000000	cangjie
嚤	oridq	-1000000	cangjie
嚰	oridr	-1000000	cangjie
𭇛	orie	-1000000	cangjie
𡀚	orief	-1000000	cangjie
𱔪	orieg	-1000000	cangjie
𠲝	oriei	-1000000	cangjie
𡁜	orifb	-1000000	cangjie
𭌹	orifb	-1000000	cangjie
𭋙	orife	-1000000	cangjie
𠶈	orifg	-1000000	cangjie
𭉸	orifi	-1000000	cangjie
𭈢	orifl	-1000000	cangjie
𲕭	orifl	-1000000	cangjie
𭈉	orifm	-1000000	cangjie
𭉷	orifm	-1000000	cangjie
𭉸	orifm	-1000000	cangjie
𡄱	orifo	-1000000	cangjie
𡂔	orifp	-1000000	cangjie
𭉌	orifp	-1000000	cangjie
𡅏	orift	-1000000	cangjie
𠲥	orifu	-1000000	cangjie
𠺷	orifu	-1000000	cangjie
𫩵	orifu	-1000000	cangjie
𠲕	orig	-1000000	cangjie
𱒐	orih	-1000000	cangjie
𠿳	orihc	-1000000	cangjie
嘁	orihf	-1000000	cangjie
𠷼	orihf	-1000000	cangjie
𲘉	orihf	-1000000	cangjie
𠲌	orihi	-1000000	cangjie
𫪭	orihi	-1000000	cangjie
㖅	orihm	-1000000	cangjie
𫪭	orihm	-1000000	cangjie
𲖚	orihm	-1000000	cangjie
𱔀	orihn	-1000000	cangjie
𭊙	oriho	-1000000	cangjie
𠿑	orihp	-1000000	cangjie
𡂔	orihp	-1000000	cangjie
哞	orihq	-1000000	cangjie
喊	orihr	-1000000	cangjie
吮	orihu	-1000000	cangjie
喴	orihv	-1000000	cangjie
𠵖	orii	-1000000	cangjie
𭇗	orii	-1000000	cangjie
𠻴	oriib	-1000000	cangjie
嘇	oriih	-1000000	cangjie
𠴃	oriik	-1000000	cangjie
𤟩	oriik	-1000000	cangjie
𤡴	oriik	-1000000	cangjie
啷	oriil	-1000000	cangjie
𪡙	oriil	-1000000	cangjie
𠴧	oriim	-1000000	cangjie
𭋁	oriip	-1000000	cangjie
𫫷	oriit	-1000000	cangjie
𠲦	orij	-1000000	cangjie
哺	orijb	-1000000	cangjie
𱕜	orijb	-1000000	cangjie
嘛	orijc	-1000000	cangjie
𠰲	orijc	-1000000	cangjie
𲔰	orije	-1000000	cangjie
𠺟	orijj	-1000000	cangjie
𭊚	orijo	-1000000	cangjie
吠	orik	-1000000	cangjie
𠲦	orik	-1000000	cangjie
𭇀	orik	-1000000	cangjie
㕹	orike	-1000000	cangjie
𠿆	orike	-1000000	cangjie
噅	orikf	-1000000	cangjie
哤	orikh	-1000000	cangjie
𰇼	orikh	-1000000	cangjie
㕹	orikk	-1000000	cangjie
𠸹	orikm	-1000000	cangjie
𭈧	orikm	-1000000	cangjie
咙	orikp	-1000000	cangjie
𠯠	oriks	-1000000	cangjie
㕱	oriku	-1000000	cangjie
𫫡	oriku	-1000000	cangjie
𠿾	orikv	-1000000	cangjie
嘃	orilb	-1000000	cangjie
𠻞	orile	-1000000	cangjie
㖄	orill	-1000000	cangjie
𭇫	orill	-1000000	cangjie
𱓒	orilo	-1000000	cangjie
𠲁	orilp	-1000000	cangjie
𠹔	orilr	-1000000	cangjie
𭉍	orilv	-1000000	cangjie
𠶦	orilw	-1000000	cangjie
𠸴	orimc	-1000000	cangjie
𠷧	orimf	-1000000	cangjie
唥	orimi	-1000000	cangjie
𭉕	orimi	-1000000	cangjie
𭉶	orimk	-1000000	cangjie
𲔩	orimk	-1000000	cangjie
唥	oriml	-1000000	cangjie
𲔪	orimn	-1000000	cangjie
𰈪	orimp	-1000000	cangjie
𡁧	orims	-1000000	cangjie
𲔷	orimu	-1000000	cangjie
𱓾	orimw	-1000000	cangjie
咏	orine	-1000000	cangjie
𭇘	orinn	-1000000	cangjie
𠯣	orino	-1000000	cangjie
𫩝	orino	-1000000	cangjie
𮕊	orinoi	-1000000	cangjie
𭊺	orinq	-1000000	cangjie
雖	oriog	-1000000	cangjie
𲕏	orioi	-1000000	cangjie
唉	oriok	-1000000	cangjie
𡄖	oriop	-1000000	cangjie
𭌃	oriop	-1000000	cangjie
𭉊	orior	-1000000	cangjie
𠷄	oriou	-1000000	cangjie
𠯅	orip	-1000000	cangjie
𢙟	orip	-1000000	cangjie
𠽬	oripc	-1000000	cangjie
𡂘	oripf	-1000000	cangjie
𰉋	oripk	-1000000	cangjie
𠱌	oripm	-1000000	cangjie
𠲧	oripm	-1000000	cangjie
𠳓	oripp	-1000000	cangjie
𠴆	oripp	-1000000	cangjie
𪡂	oriq	-1000000	cangjie
𲗼	oriqa	-1000000	cangjie
𲗂	oriqr	-1000000	cangjie
咍	orir	-1000000	cangjie
𭌓	orir	-1000000	cangjie
𫫤	orirk	-1000000	cangjie
㖪	orirm	-1000000	cangjie
𠷂	orirp	-1000000	cangjie
𬻼	orirv	-1000000	cangjie
𠯖	oris	-1000000	cangjie
𠷨	orisb	-1000000	cangjie
𭈞	orisb	-1000000	cangjie
𲉛	orisdh	-1000000	cangjie
𫬏	orish	-1000000	cangjie
戢	orisj	-1000000	cangjie
唳	orisk	-1000000	cangjie
𭉮	orism	-1000000	cangjie
𲉚	orismd	-1000000	cangjie
呝	orisn	-1000000	cangjie
𲘜	orisp	-1000000	cangjie
𲕍	oriss	-1000000	cangjie
𠲪	orisu	-1000000	cangjie
𠹓	orisu	-1000000	cangjie
㖑	orit	-1000000	cangjie
𠻊	oritb	-1000000	cangjie
嚝	oritc	-1000000	cangjie
𠿳	oritc	-1000000	cangjie
喥	orite	-1000000	cangjie
嗻	oritf	-1000000	cangjie
𠺳	oriua	-1000000	cangjie
𰈾	oriuf	-1000000	cangjie
哤	oriuh	-1000000	cangjie
𭇜	orive	-1000000	cangjie
啷	orivl	-1000000	cangjie
𱓤	orivu	-1000000	cangjie
𡃚	oriwg	-1000000	cangjie
𡂻	orixe	-1000000	cangjie
𪢔	orixf	-1000000	cangjie
𭊛	orixp	-1000000	cangjie
𡄁	oriyd	-1000000	cangjie
㖢	oriyp	-1000000	cangjie
𧈐	oriypn	-1000000	cangjie
𧈐	oriypu	-1000000	cangjie
𠶧	oriyr	-1000000	cangjie
叶	orj	-1000000	cangjie
嘟	orjal	-1000000	cangjie
𠽰	orjao	-1000000	cangjie
𭌎	orjau	-1000000	cangjie
𠻈	orjav	-1000000	cangjie
𭈍	orjav	-1000000	cangjie
𠰼	orjb	-1000000	cangjie
𡁦	orjbb	-1000000	cangjie
嗔	orjbc	-1000000	cangjie
𡄙	orjbc	-1000000	cangjie
哱	orjbd	-1000000	cangjie
嗦	orjbf	-1000000	cangjie
嚓	orjbf	-1000000	cangjie
喃	orjbj	-1000000	cangjie
𰈯	orjbk	-1000000	cangjie
𠵌	orjbm	-1000000	cangjie
𠶗	orjbm	-1000000	cangjie
嚏	orjbo	-1000000	cangjie
嚔	orjbo	-1000000	cangjie
囔	orjbv	-1000000	cangjie
𠶗	orjbv	-1000000	cangjie
𭋉	orjby	-1000000	cangjie
𠱇	orjc	-1000000	cangjie
噾	orjca	-1000000	cangjie
𡁮	orjcb	-1000000	cangjie
𡅥	orjcc	-1000000	cangjie
𠾯	orjcd	-1000000	cangjie
𡅊	orjcd	-1000000	cangjie
𱕀	orjcd	-1000000	cangjie
𠷃	orjce	-1000000	cangjie
㗧	orjcg	-1000000	cangjie
𠾮	orjch	-1000000	cangjie
𡂌	orjch	-1000000	cangjie
𠸂	orjck	-1000000	cangjie
𱔤	orjcl	-1000000	cangjie
啌	orjcm	-1000000	cangjie
𠳽	orjcn	-1000000	cangjie
𠶥	orjcn	-1000000	cangjie
𡃕	orjcn	-1000000	cangjie
𠷖	orjco	-1000000	cangjie
𠹁	orjco	-1000000	cangjie
𠻩	orjco	-1000000	cangjie
𫬟	orjco	-1000000	cangjie
𠹍	orjcr	-1000000	cangjie
𠾘	orjcr	-1000000	cangjie
𱔫	orjcr	-1000000	cangjie
鿽	orjcs	-1000000	cangjie
𠴛	orjcs	-1000000	cangjie
𫫳	orjcs	-1000000	cangjie
𡀙	orjcu	-1000000	cangjie
𫫍	orjcu	-1000000	cangjie
味	orjd	-1000000	cangjie
𠳼	orjd	-1000000	cangjie
𡅂	orjdf	-1000000	cangjie
𠱔	orjdi	-1000000	cangjie
嘋	orjdk	-1000000	cangjie
𠷺	orjds	-1000000	cangjie
𱔙	orjdy	-1000000	cangjie
吱	orje	-1000000	cangjie
𠺏	orjem	-1000000	cangjie
𠺀	orjfr	-1000000	cangjie
𠷪	orjgr	-1000000	cangjie
鷤	orjhaf	-1000000	cangjie
𪄍	orjhaf	-1000000	cangjie
𦪣	orjhby	-1000000	cangjie
𡃂	orjhf	-1000000	cangjie
𠾰	orjhg	-1000000	cangjie
𣃓	orjhml	-1000000	cangjie
𰕣	orjhml	-1000000	cangjie
𠰽	orjhn	-1000000	cangjie
咤	orjhp	-1000000	cangjie
哰	orjhq	-1000000	cangjie
喀	orjhr	-1000000	cangjie
𡂹	orjhw	-1000000	cangjie
戢	orji	-1000000	cangjie
戰	orji	-1000000	cangjie
𠻏	orjic	-1000000	cangjie
𡁶	orjig	-1000000	cangjie
𠽢	orjii	-1000000	cangjie
𭉾	orjii	-1000000	cangjie
𰡧	orjik	-1000000	cangjie
𡁳	orjike	-1000000	cangjie
𭋲	orjim	-1000000	cangjie
𠽡	orjip	-1000000	cangjie
𠦫	orjj	-1000000	cangjie
嘲	orjjb	-1000000	cangjie
𡅫	orjjb	-1000000	cangjie
𭋳	orjjb	-1000000	cangjie
囀	orjji	-1000000	cangjie
𠽤	orjji	-1000000	cangjie
𫝚	orjji	-1000000	cangjie
𠿨	orjjj	-1000000	cangjie
𡆀	orjjj	-1000000	cangjie
𠻃	orjjj	-1000000	cangjie
𠼗	orjjl	-1000000	cangjie
𲗫	orjjm	-1000000	cangjie
𠼳	orjjn	-1000000	cangjie
𭌋	orjjn	-1000000	cangjie
𲗿	orjjq	-1000000	cangjie
𫬭	orjjr	-1000000	cangjie
𠵣	orjju	-1000000	cangjie
𲗉	orjju	-1000000	cangjie
𭌋	orjjv	-1000000	cangjie
𡀑	orjjy	-1000000	cangjie
啫	orjka	-1000000	cangjie
哮	orjkd	-1000000	cangjie
𲗣	orjkf	-1000000	cangjie
𠴈	orjki	-1000000	cangjie
咾	orjkp	-1000000	cangjie
𱔓	orjkr	-1000000	cangjie
𠱼	orjks	-1000000	cangjie
𲔾	orjks	-1000000	cangjie
𡃞	orjla	-1000000	cangjie
𱒚	orjlk	-1000000	cangjie
𠶝	orjln	-1000000	cangjie
啑	orjlo	-1000000	cangjie
啛	orjlv	-1000000	cangjie
𠻤	orjmc	-1000000	cangjie
𡁟	orjmc	-1000000	cangjie
𠱶	orjmd	-1000000	cangjie
𠵻	orjmf	-1000000	cangjie
㗌	orjmg	-1000000	cangjie
喧	orjmm	-1000000	cangjie
辴	orjmmv	-1000000	cangjie
咛	orjmn	-1000000	cangjie
啶	orjmo	-1000000	cangjie
𠺢	orjmo	-1000000	cangjie
𱕵	orjmto	-1000000	cangjie
唍	orjmu	-1000000	cangjie
𠾙	orjmw	-1000000	cangjie
𪡣	orjmw	-1000000	cangjie
𭇬	orjnd	-1000000	cangjie
鄲	orjnl	-1000000	cangjie
𨞎	orjnl	-1000000	cangjie
𬪒	orjnl	-1000000	cangjie
𬅰	orjno	-1000000	cangjie
啘	orjnu	-1000000	cangjie
𫫠	orjoa	-1000000	cangjie
𡀅	orjoc	-1000000	cangjie
𰈚	orjoc	-1000000	cangjie
嘜	orjoe	-1000000	cangjie
𰕥	orjohl	-1000000	cangjie
𣀌	orjok	-1000000	cangjie
嘜	orjon	-1000000	cangjie
咜	orjp	-1000000	cangjie
嗜	orjpa	-1000000	cangjie
𪢗	orjpi	-1000000	cangjie
嚀	orjpn	-1000000	cangjie
𭇞	orjpn	-1000000	cangjie
𰈻	orjpru	-1000000	cangjie
𰈻	orjpsu	-1000000	cangjie
嘧	orjpu	-1000000	cangjie
哓	orjpu	-1000000	cangjie
𭋂	orjqmc	-1000000	cangjie
嗐	orjqr	-1000000	cangjie
咕	orjr	-1000000	cangjie
𨞏	orjrau	-1000000	cangjie
㗅	orjrb	-1000000	cangjie
𡁢	orjrbt	-1000000	cangjie
𡅅	orjrc	-1000000	cangjie
𡁁	orjre	-1000000	cangjie
𡁒	orjre	-1000000	cangjie
𠽿	orjrj	-1000000	cangjie
𱔣	orjrn	-1000000	cangjie
𡁍	orjro	-1000000	cangjie
𠴨	orjrr	-1000000	cangjie
𠹒	orjrr	-1000000	cangjie
𭋷	orjrsj	-1000000	cangjie
𠳭	orjru	-1000000	cangjie
𪓽	orjrxu	-1000000	cangjie
𨅇	orjryo	-1000000	cangjie
𠻕	orjse	-1000000	cangjie
𱕐	orjsh	-1000000	cangjie
𭋝	orjsk	-1000000	cangjie
囅	orjstv	-1000000	cangjie
𠱥	orjt	-1000000	cangjie
噴	orjtc	-1000000	cangjie
㘔	orjtc	-1000000	cangjie
𡅶	orjtf	-1000000	cangjie
噻	orjtg	-1000000	cangjie
𡂷	orjti	-1000000	cangjie
𭊻	orjtm	-1000000	cangjie
喷	orjto	-1000000	cangjie
㗷	orjto	-1000000	cangjie
𡄓	orjto	-1000000	cangjie
𫬐	orjto	-1000000	cangjie
𠽱	orjtu	-1000000	cangjie
𭊻	orjty	-1000000	cangjie
𠿊	orjue	-1000000	cangjie
𲕜	orjun	-1000000	cangjie
咹	orjv	-1000000	cangjie
𢁎	orjvvp	-1000000	cangjie
𠿄	orjwb	-1000000	cangjie
𡁃	orjwc	-1000000	cangjie
唓	orjwj	-1000000	cangjie
啚	orjwr	-1000000	cangjie
𠶭	orjwv	-1000000	cangjie
𠽨	orjya	-1000000	cangjie
𰈎	orjyf	-1000000	cangjie
𠹼	orjyj	-1000000	cangjie
𱓐	orjyk	-1000000	cangjie
𧈍	orjypn	-1000000	cangjie
𧈍	orjypu	-1000000	cangjie
𠰡	orjys	-1000000	cangjie
𡆎	orjywm	-1000000	cangjie
㕦	ork	-1000000	cangjie
𠯈	ork	-1000000	cangjie
暋	orka	-1000000	cangjie
𭦖	orka	-1000000	cangjie
𲖏	orkav	-1000000	cangjie
哊	orkb	-1000000	cangjie
𫬢	orkbbr	-1000000	cangjie
喐	orkbl	-1000000	cangjie
𠻑	orkbl	-1000000	cangjie
睯	orkbu	-1000000	cangjie
𫬣	orkbuh	-1000000	cangjie
𠰵	orkc	-1000000	cangjie
𠺽	orkce	-1000000	cangjie
嘹	orkcf	-1000000	cangjie
𭈗	orkcn	-1000000	cangjie
𫪖	orkcs	-1000000	cangjie
𠺄	orkcv	-1000000	cangjie
𰇎	orkd	-1000000	cangjie
𱒞	orkd	-1000000	cangjie
𠺽	orkde	-1000000	cangjie
𫝜	orkdg	-1000000	cangjie
𭇡	orkdi	-1000000	cangjie
𭈗	orkdn	-1000000	cangjie
咴	orkf	-1000000	cangjie
𠰜	orkfd	-1000000	cangjie
喹	orkgg	-1000000	cangjie
𭽞	orkha	-1000000	cangjie
𱔢	orkha	-1000000	cangjie
𫚾	orkhaf	-1000000	cangjie
𫫜	orkhb	-1000000	cangjie
𲘃	orkhe	-1000000	cangjie
唙	orkhf	-1000000	cangjie
𭉭	orkhg	-1000000	cangjie
𱒳	orkhg	-1000000	cangjie
𰈋	orkhi	-1000000	cangjie
𲗵	orkhi	-1000000	cangjie
𣮇	orkhqu	-1000000	cangjie
𲖋	orkht	-1000000	cangjie
𠱍	orkhu	-1000000	cangjie
𫫯	orkhw	-1000000	cangjie
呔	orki	-1000000	cangjie
吰	orki	-1000000	cangjie
𠴷	orkil	-1000000	cangjie
㗐	orkit	-1000000	cangjie
𪠻	orkiv	-1000000	cangjie
𠾏	orkja	-1000000	cangjie
喯	orkjt	-1000000	cangjie
唏	orkkb	-1000000	cangjie
