# 字符	拼音	双拼	辅助码	完整编码	权重	来源
𬓷	zhi	vi	hw	vihw	0	chars
𬓷	zhuo	vo	hw	vohw	0	chars
𬓸	shai	ul	hh	ulhh	0	chars
𬓺	yi	yi	gd	yigd	0	chars
𬓼	tui	tv	ho	tvho	0	chars
𬓽	mo	mo	hh	mohh	0	chars
𬓽	mu	mu	hh	muhh	0	chars
𬓾	liang	ld	hg	ldhg	0	chars
𬓿	shan	uj	hj	ujhj	0	chars
𬔁	mu	mu	hs	muhs	0	chars
𬔃	du	du	hc	duhc	0	chars
𬔄	sui	sv	hp	svhp	0	chars
𬔆	cui	cv	ju	cvju	0	chars
𬔇	zao	zk	jf	zkjf	0	chars
𬔈	xiu	xq	jw	xqjw	0	chars
𬔉	gong	gs	jr	gsjr	0	chars
𬔊	cuan	cr	jm	crjm	0	chars
𬔊	cui	cv	jm	cvjm	0	chars
𬔋	tu	tu	jy	tujy	0	chars
𬔓	zao	zk	jr	zkjr	0	chars
𬔘	jin	jn	yl	jnyl	0	chars
𬔚	chuang	id	yc	idyc	0	chars
𬔛	shi	ui	pt	uipt	0	chars
𬔜	po	po	ye	poye	0	chars
𬔝	fa	fa	yu	fayu	0	chars
𬔞	tuo	to	yv	toyv	0	chars
𬔟	luan	lr	it	lrit	0	chars
𬔟	si	si	it	siit	0	chars
𬔠	luan	lr	im	lrim	0	chars
𬔠	si	si	im	siim	0	chars
𬔡	chang	ih	yv	ihyv	0	chars
𬔡	zhang	vh	yv	vhyv	0	chars
𬔢	dang	dh	ft	dhft	0	chars
𬔢	tang	th	ft	thft	0	chars
𬔣	ling	ly	yl	lyyl	0	chars
𬔤	wei	wz	yb	wzyb	0	chars
𬔥	tong	ts	yg	tsyg	0	chars
𬔧	zhang	vh	yq	vhyq	0	chars
𬔩	shang	uh	yc	uhyc	0	chars
𬔪	fu	fu	yc	fuyc	0	chars
𬔭	xi	xi	hr	xihr	0	chars
𬔮	fu	fu	ho	fuho	0	chars
𬔮	gu	gu	ho	guho	0	chars
𬔮	hu	hu	ho	huho	0	chars
𬔯	ou	ou	hk	ouhk	0	chars
𬔰	cong	cs	hp	cshp	0	chars
𬔰	man	mj	hp	mjhp	0	chars
𬔱	zhi	vi	ho	viho	0	chars
𬔲	ti	ti	hf	tihf	0	chars
𬔳	ping	py	hj	pyhj	0	chars
𬔴	mo	mo	hd	mohd	0	chars
𬔵	yu	yu	hi	yuhi	0	chars
𬔷	jian	jm	hy	jmhy	0	chars
𬔸	ji	ji	hn	jihn	0	chars
𬔹	fei	fz	he	fzhe	0	chars
𬔺	da	da	hk	dahk	0	chars
𬔼	xiao	xc	hk	xchk	0	chars
𬔽	luo	lo	hr	lohr	0	chars
𬔽	ming	my	hr	myhr	0	chars
𬔾	pai	pl	hv	plhv	0	chars
𬔿	wu	wu	hd	wuhd	0	chars
𬕀	zhu	vu	hi	vuhi	0	chars
𬕁	suo	so	hv	sohv	0	chars
𬕂	gan	gj	ho	gjho	0	chars
𬕂	gong	gs	ho	gsho	0	chars
𬕂	long	ls	ho	lsho	0	chars
𬕃	bu	bu	hr	buhr	0	chars
𬕃	fu	fu	hr	fuhr	0	chars
𬕃	pou	pb	hr	pbhr	0	chars
𬕃	pu	pu	hr	puhr	0	chars
𬕄	shi	ui	hb	uihb	0	chars
𬕅	li	li	ht	liht	0	chars
𬕆	e	ee	hi	eehi	0	chars
𬕇	sun	sp	hu	sphu	0	chars
𬕉	kuai	ky	he	kyhe	0	chars
𬕊	jian	jm	hp	jmhp	0	chars
𬕌	shuang	ud	hd	udhd	0	chars
𬕎	xian	xm	hu	xmhu	0	chars
𬕏	feng	fg	hq	fghq	0	chars
𬕐	yun	yp	hm	yphm	0	chars
𬕑	chang	ih	ha	ihha	0	chars
𬕒	chang	ih	hr	ihhr	0	chars
𬕔	peng	pg	hb	pghb	0	chars
𬕕	ce	ce	hl	cehl	0	chars
𬕖	ding	dy	ho	dyho	0	chars
𬕗	qi	qi	hl	qihl	0	chars
𬕘	ping	py	hj	pyhj	0	chars
𬕙	ben	bf	hm	bfhm	0	chars
𬕚	wei	wz	hv	wzhv	0	chars
𬕛	ku	ku	hr	kuhr	0	chars
𬕜	feng	fg	hi	fghi	0	chars
𬕝	su	su	hl	suhl	0	chars
𬕝	xiao	xc	hl	xchl	0	chars
𬕞	suo	so	hv	sohv	0	chars
𬕟	shi	ui	hb	uihb	0	chars
𬕠	huan	hr	hm	hrhm	0	chars
𬕡	hong	hs	hm	hshm	0	chars
𬕢	bing	by	hb	byhb	0	chars
𬕣	gu	gu	hs	guhs	0	chars
𬕤	gen	gf	hv	gfhv	0	chars
𬕥	wo	wo	hv	wohv	0	chars
𬕦	ou	ou	hk	ouhk	0	chars
𬕧	hai	hl	hy	hlhy	0	chars
𬕩	chou	ib	hj	ibhj	0	chars
𬕪	mie	mx	hh	mxhh	0	chars
𬕬	ling	ly	ho	lyho	0	chars
𬕭	mie	mx	hm	mxhm	0	chars
𬕯	yuan	yr	he	yrhe	0	chars
𬕱	ping	py	hj	pyhj	0	chars
𬕲	gu	gu	hn	guhn	0	chars
𬕴	pin	pn	hs	pnhs	0	chars
𬕵	qian	qm	hm	qmhm	0	chars
𬕸	qian	qm	hm	qmhm	0	chars
𬕽	ou	ou	hb	ouhb	0	chars
𬕾	long	ls	hu	lshu	0	chars
𬕿	lei	lz	hc	lzhc	0	chars
𬖀	tai	tl	hb	tlhb	0	chars
𬖁	li	li	he	lihe	0	chars
𬖂	zan	zj	ha	zjha	0	chars
𬖃	zuan	zr	ho	zrho	0	chars
𬖄	lian	lm	hc	lmhc	0	chars
𬖇	fu	fu	hg	fuhg	0	chars
𬖇	yue	yt	hg	ythg	0	chars
𬖈	luo	lo	hg	lohg	0	chars
𬖉	long	ls	hg	lshg	0	chars
𬖊	ying	yy	hk	yyhk	0	chars
𬖋	yi	yi	fn	yifn	0	chars
𬖌	ren	rf	fo	rffo	0	chars
𬖎	yi	yi	fi	yifi	0	chars
𬖑	mi	mi	fu	mifu	0	chars
𬖑	xian	xm	fu	xmfu	0	chars
𬖔	zu	zu	fd	zufd	0	chars
𬖕	liang	ld	fk	ldfk	0	chars
𬖖	chou	ib	fm	ibfm	0	chars
𬖘	shi	ui	fq	uifq	0	chars
𬖚	za	za	fd	zafd	0	chars
𬖛	luan	lr	fc	lrfc	0	chars
𬖜	ling	ly	vi	lyvi	0	chars
𬖝	gan	gj	fj	gjfj	0	chars
𬖞	ci	ci	fi	cifi	0	chars
𬖞	shi	ui	fi	uifi	0	chars
𬖟	men	mf	fp	mffp	0	chars
𬖠	lou	lb	fj	lbfj	0	chars
𬖢	gu	gu	fr	gufr	0	chars
𬖤	zhuo	vo	fe	vofe	0	chars
𬖧	zheng	vg	fl	vgfl	0	chars
𬖨	lin	ln	fr	lnfr	0	chars
𬖫	mie	mx	me	mxme	0	chars
𬖬	fu	fu	fe	fufe	0	chars
𬖮	xian	xm	ft	xmft	0	chars
𬖰	gao	gk	fb	gkfb	0	chars
𬖱	xiu	xq	fg	xqfg	0	chars
𬖴	ji	ji	ff	jiff	0	chars
𬖶	ju	ju	fd	jufd	0	chars
𬖸	da	da	fr	dafr	0	chars
𬖹	shao	uk	fb	ukfb	0	chars
𬖺	lan	lj	fw	ljfw	0	chars
𬖻	liang	ld	ad	ldad	0	chars
𬖽	men	mf	fb	mffb	0	chars
𬖿	lin	ln	fr	lnfr	0	chars
𬗃	yu	yu	vn	yuvn	0	chars
𬗄	wan	wj	vi	wjvi	0	chars
𬗅	wan	wj	ve	wjve	0	chars
𬗇	yue	yt	vh	ytvh	0	chars
𬗈	en	en	vi	envi	0	chars
𬗉	yin	yn	vl	ynvl	0	chars
𬗊	pai	pl	ve	plve	0	chars
𬗋	zi	zi	yf	ziyf	0	chars
𬗌	hui	hv	vi	hvvi	0	chars
𬗎	ju	ju	ro	juro	0	chars
𬗏	diao	dc	vb	dcvb	0	chars
𬗐	suo	so	yf	soyf	0	chars
𬗑	yi	yi	vv	yivv	0	chars
𬗒	zhu	vu	vd	vuvd	0	chars
𬗕	rong	rs	vt	rsvt	0	chars
𬗘	zao	zk	vy	zkvy	0	chars
𬗚	tao	tk	vw	tkvw	0	chars
𬗚	xuan	xr	vw	xrvw	0	chars
𬗛	ji	ji	vg	jivg	0	chars
𬗝	sheng	ug	vb	ugvb	0	chars
𬗞	shao	uk	vl	ukvl	0	chars
𬗟	mian	mm	vr	mmvr	0	chars
𬗠	biao	bc	vv	bcvv	0	chars
𬗡	chang	ih	va	ihva	0	chars
𬗢	luo	lo	vt	lovt	0	chars
𬗣	zhou	vb	vh	vbvh	0	chars
𬗤	jiao	jc	vb	jcvb	0	chars
𬗦	yi	yi	vm	yivm	0	chars
𬗧	you	yb	rf	ybrf	0	chars
𬗨	zhen	vf	vc	vfvc	0	chars
𬗪	ling	ly	qi	lyqi	0	chars
𬗫	xian	xm	bf	xmbf	0	chars
𬗫	xuan	xr	bf	xrbf	0	chars
𬗬	huang	hd	vg	hdvg	0	chars
𬗭	zi	zi	vi	zivi	0	chars
𬗮	mei	mz	vk	mzvk	0	chars
𬗯	gong	gs	vc	gsvc	0	chars
𬗳	chi	ii	vk	iivk	0	chars
𬗴	mai	ml	ve	mlve	0	chars
𬗶	jiong	js	bf	jsbf	0	chars
𬗶	qing	qy	bf	qybf	0	chars
𬗷	xiu	xq	vl	xqvl	0	chars
𬗹	cai	cl	vh	clvh	0	chars
𬗺	di	di	vw	divw	0	chars
𬗾	shou	ub	qe	ubqe	0	chars
𬗿	wei	wz	ve	wzve	0	chars
𬘁	ji	ji	vi	jivi	0	chars
𬘄	sui	sv	vf	svvf	0	chars
𬘆	zhi	vi	vb	vivb	0	chars
𬘇	cai	cl	vu	clvu	0	chars
𬘈	zheng	vg	vd	vgvd	0	chars
𬘉	chan	ij	vg	ijvg	0	chars
𬘋	zhi	vi	vc	vivc	0	chars
𬘌	ying	yy	vi	yyvi	0	chars
𬘍	pei	pz	vf	pzvf	0	chars
𬘎	xiao	xc	vx	xcvx	0	chars
𬘏	dao	dk	vu	dkvu	0	chars
𬘏	diao	dc	vu	dcvu	0	chars
𬘏	tiao	tc	vu	tcvu	0	chars
𬘐	xia	xw	ve	xwve	0	chars
𬘑	zi	zi	vw	zivw	0	chars
𬘒	que	qt	vo	qtvo	0	chars
𬘓	xun	xp	vl	xpvl	0	chars
𬘔	mian	mm	vs	mmvs	0	chars
𬘔	mie	mx	vs	mxvs	0	chars
𬘕	qiu	qq	vu	qqvu	0	chars
𬘖	jian	jm	vu	jmvu	0	chars
𬘗	gou	gb	vi	gbvi	0	chars
𬘗	yao	yk	vi	ykvi	0	chars
𬘗	yue	yt	vi	ytvi	0	chars
𬘘	dan	dj	vu	djvu	0	chars
𬘙	yue	yt	vv	ytvv	0	chars
𬘚	wa	wa	vj	wavj	0	chars
𬘛	qu	qu	vi	quvi	0	chars
𬘜	zhan	vj	vm	vjvm	0	chars
𬘝	tian	tm	vh	tmvh	0	chars
𬘝	zhen	vf	vh	vfvh	0	chars
𬘞	diao	dc	vm	dcvm	0	chars
𬘟	xian	xm	vw	xmvw	0	chars
𬘠	gai	gl	vb	glvb	0	chars
𬘡	yin	yn	vk	ynvk	0	chars
𬘢	kuang	kd	vu	kdvu	0	chars
𬘣	diao	dc	vb	dcvb	0	chars
𬘤	lu	lu	vr	luvr	0	chars
𬘥	quan	qr	vg	qrvg	0	chars
𬘥	shuan	ur	vg	urvg	0	chars
𬘦	pai	pl	vv	plvv	0	chars
𬘧	ji	ji	vl	jivl	0	chars
𬘨	zhi	vi	vp	vivp	0	chars
𬘩	ting	ty	vg	tyvg	0	chars
𬘪	lian	lm	vm	lmvm	0	chars
𬘫	huan	hr	vu	hrvu	0	chars
𬘫	wan	wj	vu	wjvu	0	chars
𬘬	qian	qm	vb	qmvb	0	chars
𬘬	qing	qy	vb	qyvb	0	chars
𬘬	zheng	vg	vb	vgvb	0	chars
𬘭	chen	if	vd	ifvd	0	chars
𬘭	lin	ln	vd	lnvd	0	chars
𬘮	mi	mi	vu	mivu	0	chars
𬘯	zhun	vp	vd	vpvd	0	chars
𬘰	ruan	rr	vk	rrvk	0	chars
𬘱	yao	yk	vv	ykvv	0	chars
𬘲	zha	va	vn	vavn	0	chars
𬘳	xu	xu	vo	xuvo	0	chars
𬘴	qiu	qq	vf	qqvf	0	chars
𬘵	geng	gg	vm	ggvm	0	chars
𬘶	qiu	qq	vw	qqvw	0	chars
𬘷	cuo	co	vm	covm	0	chars
𬘸	ni	ni	vd	nivd	0	chars
𬘹	zai	zl	vq	zlvq	0	chars
𬘺	tao	tk	vx	tkvx	0	chars
𬘻	xia	xw	vr	xwvr	0	chars
𬘼	sui	sv	vf	svvf	0	chars
𬘽	zhi	vi	vj	vivj	0	chars
𬘾	shuang	ud	vk	udvk	0	chars
𬘿	sou	sb	va	sbva	0	chars
𬙀	di	di	vw	divw	0	chars
𬙁	yan	yj	vx	yjvx	0	chars
𬙂	yan	yj	vc	yjvc	0	chars
𬙂	yin	yn	vc	ynvc	0	chars
𬙃	qian	qm	vp	qmvp	0	chars
𬙄	chao	ik	vr	ikvr	0	chars
𬙅	chu	iu	va	iuva	0	chars
𬙅	zhu	vu	va	vuva	0	chars
𬙆	fan	fj	vw	fjvw	0	chars
𬙇	ran	rj	vf	rjvf	0	chars
𬙈	lin	ln	vq	lnvq	0	chars
𬙉	chan	ij	vm	ijvm	0	chars
𬙉	dan	dj	vm	djvm	0	chars
𬙉	tan	tj	vm	tjvm	0	chars
𬙊	mo	mo	vg	movg	0	chars
𬙋	rang	rh	vv	rhvv	0	chars
𬙋	xiang	xd	vv	xdvv	0	chars
𬙌	ping	py	op	pyop	0	chars
𬙍	jing	jy	ot	jyot	0	chars
𬙎	lu	lu	os	luos	0	chars
𬙑	xiang	xd	ou	xdou	0	chars
𬙓	xia	xw	oq	xwoq	0	chars
𬙕	de	de	wm	dewm	0	chars
𬙕	dei	dz	wm	dzwm	0	chars
𬙕	gong	gs	wm	gswm	0	chars
𬙖	zou	zb	wy	zbwy	0	chars
𬙗	yu	yu	bd	yubd	0	chars
𬙘	yu	yu	wd	yuwd	0	chars
𬙙	leng	lg	ws	lgws	0	chars
𬙜	du	du	wk	duwk	0	chars
𬙜	gao	gk	wk	gkwk	0	chars
𬙜	hao	hk	wk	hkwk	0	chars
𬙜	shi	ui	wk	uiwk	0	chars
𬙜	shun	up	wk	upwk	0	chars
𬙜	yi	yi	wk	yiwk	0	chars
𬙜	ze	ze	wk	zewk	0	chars
𬙝	bi	bi	wj	biwj	0	chars
𬙟	yi	yi	wk	yiwk	0	chars
𬙠	zhai	vl	wk	vlwk	0	chars
𬙡	ji	ji	bc	jibc	0	chars
𬙤	pu	pu	wb	puwb	0	chars
𬙥	shun	up	wi	upwi	0	chars
𬙦	ju	ju	we	juwe	0	chars
𬙨	ze	ze	we	zewe	0	chars
𬙨	zhai	vl	we	vlwe	0	chars
𬙩	mu	mu	ec	muec	0	chars
𬙪	juan	jr	wv	jrwv	0	chars
𬙫	juan	jr	wv	jrwv	0	chars
𬙬	long	ls	tt	lstt	0	chars
𬙬	mei	mz	tt	mztt	0	chars
𬙬	nong	ns	tt	nstt	0	chars
𬙬	qiang	qd	tt	qdtt	0	chars
𬙬	suan	sr	tt	srtt	0	chars
𬙭	wei	wz	ts	wzts	0	chars
𬙮	xing	xy	tq	xytq	0	chars
𬙯	zhu	vu	tm	vutm	0	chars
𬙰	zang	zh	ty	zhty	0	chars
𬙱	rong	rs	ti	rsti	0	chars
𬙷	yang	yh	lq	yhlq	0	chars
𬙸	chun	ip	yq	ipyq	0	chars
𬙸	dui	dv	yq	dvyq	0	chars
𬙸	dun	dp	yq	dpyq	0	chars
𬙸	yong	ys	yq	ysyq	0	chars
𬙸	zhun	vp	yq	vpyq	0	chars
𬙹	qun	qp	gq	qpgq	0	chars
𬙻	yi	yi	tt	yitt	0	chars
𬙿	juan	jr	tb	jrtb	0	chars
𬚃	chu	iu	so	iuso	0	chars
𬚄	su	su	lm	sulm	0	chars
𬚆	nai	nl	sp	nlsp	0	chars
𬚆	neng	ng	sp	ngsp	0	chars
𬚆	ying	yy	sp	yysp	0	chars
𬚉	gou	gb	jn	gbjn	0	chars
𬚋	qi	qi	jr	qijr	0	chars
𬚋	shi	ui	jr	uijr	0	chars
𬚏	ru	ru	me	rume	0	chars
𬚐	mo	mo	qu	moqu	0	chars
𬚑	ou	ou	qb	ouqb	0	chars
𬚒	yu	yu	ss	yuss	0	chars
𬚓	qu	qu	sk	qusk	0	chars
𬚔	pan	pj	ss	pjss	0	chars
𬚕	yun	yp	sd	ypsd	0	chars
𬚖	chao	ik	sr	iksr	0	chars
𬚗	xu	xu	ss	xuss	0	chars
𬚘	zhi	vi	sg	visg	0	chars
𬚙	lian	lm	sk	lmsk	0	chars
𬚚	e	ee	si	eesi	0	chars
𬚛	lian	lm	so	lmso	0	chars
𬚜	tuo	to	su	tosu	0	chars
𬚟	ya	ya	sg	yasg	0	chars
𬚠	ni	ni	su	nisu	0	chars
𬚡	ying	yy	sk	yysk	0	chars
𬚢	ji	ji	aj	jiaj	0	chars
𬚤	cang	ch	sr	chsr	0	chars
𬚥	song	ss	sk	sssk	0	chars
𬚦	hua	hw	sj	hwsj	0	chars
𬚧	dun	dp	sk	dpsk	0	chars
𬚨	er	er	sb	ersb	0	chars
𬚪	hua	hw	lk	hwlk	0	chars
𬚫	zhao	vk	hq	vkhq	0	chars
𬚬	xi	xi	hh	xihh	0	chars
𬚬	xian	xm	hh	xmhh	0	chars
𬚭	yu	yu	hq	yuhq	0	chars
𬚮	xi	xi	nq	xinq	0	chars
𬚰	wei	wz	bb	wzbb	0	chars
𬚱	chun	ip	ou	ipou	0	chars
𬚱	er	er	ou	erou	0	chars
𬚱	zhun	vp	ou	vpou	0	chars
𬚳	mei	mz	ab	mzab	0	chars
𬚵	pan	pj	bs	pjbs	0	chars
𬚶	zhu	vu	og	vuog	0	chars
𬚷	zhen	vf	bk	vfbk	0	chars
𬚸	gua	gw	ho	gwho	0	chars
𬚸	tian	tm	ho	tmho	0	chars
𬚹	wa	wa	bd	wabd	0	chars
𬚻	tan	tj	br	tjbr	0	chars
𬚽	ming	my	bb	mybb	0	chars
𬚾	e	ee	bi	eebi	0	chars
𬛁	na	na	bl	nabl	0	chars
𬛃	du	du	oa	duoa	0	chars
𬛃	zhu	vu	oa	vuoa	0	chars
𬛄	xi	xi	ba	xiba	0	chars
𬛅	zhou	vb	br	vbbr	0	chars
𬛆	wen	wf	ba	wfba	0	chars
𬛇	geng	gg	bo	ggbo	0	chars
𬛈	nan	nj	oj	njoj	0	chars
𬛊	sheng	ug	bo	ugbo	0	chars
𬛋	ji	ji	bl	jibl	0	chars
𬛍	teng	tg	be	tgbe	0	chars
𬛍	xi	xi	be	xibe	0	chars
𬛎	huo	ho	og	hoog	0	chars
𬛐	xi	xi	bp	xibp	0	chars
𬛓	sao	sk	bh	skbh	0	chars
𬛔	chun	ip	mb	ipmb	0	chars
𬛖	wen	wf	ba	wfba	0	chars
𬛚	ye	ye	bd	yebd	0	chars
𬛛	ji	ji	lc	jilc	0	chars
𬛛	qi	qi	lc	qilc	0	chars
𬛜	bin	bn	bc	bnbc	0	chars
𬛞	tong	ts	bg	tsbg	0	chars
𬛟	gu	gu	bb	gubb	0	chars
𬛡	biao	bc	bf	bcbf	0	chars
𬛤	fu	fu	ol	fuol	0	chars
𬛥	zhi	vi	sr	visr	0	chars
𬛬	zhong	vs	hl	vshl	0	chars
𬛭	bi	bi	mu	bimu	0	chars
𬛮	su	su	hh	suhh	0	chars
𬛮	suo	so	hh	sohh	0	chars
𬛮	you	yb	hh	ybhh	0	chars
𬛯	jin	jn	ha	jnha	0	chars
𬛱	zhi	vi	mo	vimo	0	chars
𬛳	jin	jn	mg	jnmg	0	chars
𬛳	zhi	vi	mg	vimg	0	chars
𬛴	tai	tl	me	tlme	0	chars
𬛵	zhen	vf	mf	vfmf	0	chars
𬛶	jin	jn	mo	jnmo	0	chars
𬛶	zhi	vi	mo	vimo	0	chars
𬛷	jin	jn	mo	jnmo	0	chars
𬛷	zhi	vi	mo	vimo	0	chars
𬛸	nie	nx	hg	nxhg	0	chars
𬛹	dang	dh	hh	dhhh	0	chars
𬛺	gua	gw	hr	gwhr	0	chars
𬛺	kuo	ko	hr	kohr	0	chars
𬛻	cheng	ig	hs	ighs	0	chars
𬛻	sheng	ug	hs	ughs	0	chars
𬛼	yu	yu	hq	yuhq	0	chars
𬛽	jia	jw	hl	jwhl	0	chars
𬛾	mei	mz	vx	mzvx	0	chars
𬜀	sou	sb	he	sbhe	0	chars
𬜁	jiao	jc	hw	jchw	0	chars
𬜁	shao	uk	hw	ukhw	0	chars
𬜁	yao	yk	hw	ykhw	0	chars
𬜁	zhao	vk	hw	vkhw	0	chars
𬜂	ling	ly	hw	lyhw	0	chars
𬜃	hui	hv	hc	hvhc	0	chars
𬜃	mei	mz	hc	mzhc	0	chars
𬜃	men	mf	hc	mfhc	0	chars
𬜃	mu	mu	hc	muhc	0	chars
𬜃	wei	wz	hc	wzhc	0	chars
𬜅	hua	hw	hr	hwhr	0	chars
𬜅	tian	tm	hr	tmhr	0	chars
𬜈	sui	sv	hj	svhj	0	chars
𬜋	guan	gr	or	gror	0	chars
𬜏	jin	jn	hf	jnhf	0	chars
𬜑	le	le	hs	lehs	0	chars
𬜑	lei	lz	hs	lzhs	0	chars
𬜒	fan	fj	hu	fjhu	0	chars
𬜓	shu	uu	hn	uuhn	0	chars
𬜔	da	da	hk	dahk	0	chars
𬜖	kong	ks	hm	kshm	0	chars
𬜘	zhen	vf	hc	vfhc	0	chars
𬜙	bu	bu	hm	buhm	0	chars
𬜚	bu	bu	hh	buhh	0	chars
𬜛	pi	pi	he	pihe	0	chars
𬜝	mou	mb	nq	mbnq	0	chars
𬜝	mu	mu	nq	munq	0	chars
𬜟	yan	yj	mu	yjmu	0	chars
𬜠	fu	fu	tp	futp	0	chars
𬜡	yue	yt	tu	yttu	0	chars
𬜢	jiu	jq	to	jqto	0	chars
𬜤	qin	qn	te	qnte	0	chars
𬜥	lan	lj	tk	ljtk	0	chars
𬜦	hui	hv	tt	hvtt	0	chars
𬜧	fa	fa	te	fate	0	chars
𬜨	hui	hv	ti	hvti	0	chars
𬜪	tao	tk	tu	tktu	0	chars
𬜫	jiao	jc	tp	jctp	0	chars
𬜫	jiu	jq	tp	jqtp	0	chars
𬜫	qiu	qq	tp	qqtp	0	chars
𬜬	man	mj	tr	mjtr	0	chars
𬜮	chu	iu	ts	iuts	0	chars
𬜯	liang	ld	tb	ldtb	0	chars
𬜱	ci	ci	tn	citn	0	chars
𬜴	kuai	ky	tk	kytk	0	chars
𬜵	lin	ln	tr	lntr	0	chars
𬜸	huai	hy	tf	hytf	0	chars
𬜹	fang	fh	ts	fhts	0	chars
𬜺	niu	nq	tm	nqtm	0	chars
𬜻	hua	hw	tq	hwtq	0	chars
𬜾	xian	xm	to	xmto	0	chars
𬜿	guo	go	ti	goti	0	chars
𬝀	ping	py	tj	pytj	0	chars
𬝁	yu	yu	tm	yutm	0	chars
𬝃	lao	lk	th	lkth	0	chars
𬝄	ying	yy	ti	yyti	0	chars
𬝅	yin	yn	tl	yntl	0	chars
𬝆	qiang	qd	tu	qdtu	0	chars
𬝇	xiang	xd	td	xdtd	0	chars
𬝈	ping	py	tj	pytj	0	chars
𬝉	zhi	vi	te	vite	0	chars
𬝊	si	si	to	sito	0	chars
𬝋	jie	jx	ti	jxti	0	chars
𬝌	bo	bo	ta	bota	0	chars
𬝎	rui	rv	tt	rvtt	0	chars
𬝏	mie	mx	th	mxth	0	chars
𬝑	chang	ih	ti	ihti	0	chars
𬝒	li	li	tn	litn	0	chars
𬝓	han	hj	tr	hjtr	0	chars
𬝖	gen	gf	tm	gftm	0	chars
𬝘	zi	zi	ti	ziti	0	chars
𬝙	kuo	ko	tp	kotp	0	chars
𬝙	mi	mi	tp	mitp	0	chars
𬝙	shi	ui	tp	uitp	0	chars
𬝚	su	su	tf	sutf	0	chars
𬝛	jiu	jq	tm	jqtm	0	chars
𬝜	su	su	to	suto	0	chars
𬝟	pu	pu	tb	putb	0	chars
𬝠	zei	zz	tj	zztj	0	chars
𬝢	kui	kv	tk	kvtk	0	chars
𬝣	yang	yh	tk	yhtk	0	chars
𬝤	zhen	vf	tk	vftk	0	chars
𬝧	bang	bh	tt	bhtt	0	chars
𬝨	hua	hw	tj	hwtj	0	chars
𬝪	ting	ty	tg	tytg	0	chars
𬝫	ming	my	tk	mytk	0	chars
𬝬	ming	my	tc	mytc	0	chars
𬝮	guai	gy	tj	gytj	0	chars
𬝮	kai	kl	tj	kltj	0	chars
𬝮	liao	lc	tj	lctj	0	chars
𬝯	bin	bn	tc	bntc	0	chars
𬝯	peng	pg	tc	pgtc	0	chars
𬝯	pin	pn	tc	pntc	0	chars
𬝯	ping	py	tc	pytc	0	chars
𬝲	li	li	tn	litn	0	chars
𬝳	zhan	vj	tv	vjtv	0	chars
𬝴	nan	nj	tg	njtg	0	chars
𬝵	yun	yp	to	ypto	0	chars
𬝶	qiang	qd	ta	qdta	0	chars
𬝷	yu	yu	ts	yuts	0	chars
𬝸	shu	uu	tb	uutb	0	chars
𬝹	xue	xt	tm	xttm	0	chars
𬝺	kuan	kr	to	krto	0	chars
𬝽	xiu	xq	ts	xqts	0	chars
𬝾	tang	th	tg	thtg	0	chars
𬝿	zu	zu	tc	zutc	0	chars
𬞀	chen	if	tv	iftv	0	chars
𬞂	kui	kv	tk	kvtk	0	chars
𬞃	xie	xx	ty	xxty	0	chars
𬞇	tao	tk	tu	tktu	0	chars
𬞈	zhe	ve	to	veto	0	chars
𬞊	ning	ny	tn	nytn	0	chars
𬞊	zhu	vu	tn	vutn	0	chars
𬞋	jian	jm	tl	jmtl	0	chars
𬞌	tao	tk	tu	tktu	0	chars
𬞏	jiang	jd	tm	jdtm	0	chars
𬞒	xie	xx	tr	xxtr	0	chars
𬞕	lan	lj	tw	ljtw	0	chars
𬞖	ping	py	tj	pytj	0	chars
𬞗	shan	uj	tr	ujtr	0	chars
𬞘	tui	tv	to	tvto	0	chars
𬞚	cui	cv	tj	cvtj	0	chars
𬞛	zai	zl	tr	zltr	0	chars
𬞜	xu	xu	tf	xutf	0	chars
𬞝	mu	mu	tg	mutg	0	chars
𬞞	shu	uu	tu	uutu	0	chars
𬞟	pin	pn	to	pnto	0	chars
𬞣	can	cj	th	cjth	0	chars
𬞣	cen	cf	th	cfth	0	chars
𬞣	sen	sf	th	sfth	0	chars
𬞣	shan	uj	th	ujth	0	chars
𬞤	bian	bm	yb	bmyb	0	chars
𬞥	xi	xi	tk	xitk	0	chars
𬞦	yi	yi	tt	yitt	0	chars
𬞧	ci	ci	tp	citp	0	chars
𬞩	gao	gk	tg	gktg	0	chars
𬞩	hao	hk	tg	hktg	0	chars
𬞪	yan	yj	tu	yjtu	0	chars
𬞪	yuan	yr	tu	yrtu	0	chars
𬞫	lan	lj	tt	ljtt	0	chars
𬞬	rong	rs	tr	rstr	0	chars
𬞭	xi	xi	tf	xitf	0	chars
𬞯	kui	kv	tk	kvtk	0	chars
𬞱	mie	mx	tu	mxtu	0	chars
𬞳	teng	tg	tp	tgtp	0	chars
𬞴	kui	kv	tj	kvtj	0	chars
𬞵	yin	yn	tv	yntv	0	chars
𬞶	sui	sv	tp	svtp	0	chars
𬞸	kuan	kr	tu	krtu	0	chars
𬞹	gao	gk	tb	gktb	0	chars
𬞻	mian	mm	tb	mmtb	0	chars
𬞼	wei	wz	tg	wztg	0	chars
𬞽	man	mj	te	mjte	0	chars
𬞾	chang	ih	tv	ihtv	0	chars
𬞿	mo	mo	mk	momk	0	chars
