# 字符	拼音	双拼	辅助码	完整编码	权重	来源
𠻨	qin	qn	rm	qnrm	0	chars
𠻩	diao	dc	ro	dcro	0	chars
𠻩	tiao	tc	ro	tcro	0	chars
𠻪	tan	tj	rf	tjrf	0	chars
𠻫	fen	ff	rp	ffrp	0	chars
𠻬	tu	tu	rd	turd	0	chars
𠻭	hu	hu	ur	huur	0	chars
𠻮	se	se	dr	sedr	0	chars
𠻯	zha	va	rp	varp	0	chars
𠻰	fu	fu	rm	furm	0	chars
𠻱	ling	ly	re	lyre	0	chars
𠻲	hao	hk	rk	hkrk	0	chars
𠻲	shi	ui	rk	uirk	0	chars
𠻲	zhe	ve	rk	verk	0	chars
𠻳	sou	sb	rk	sbrk	0	chars
𠻴	lang	lh	rb	lhrb	0	chars
𠻶	mo	mo	rt	mort	0	chars
𠻸	si	si	mr	simr	0	chars
𠻹	tian	tm	rp	tmrp	0	chars
𠻻	bi	bi	rh	birh	0	chars
𠻾	wang	wh	rg	whrg	0	chars
𠻿	chan	ij	rm	ijrm	0	chars
𠼀	zhang	vh	rj	vhrj	0	chars
𠼁	rang	rh	rv	rhrv	0	chars
𠼂	chen	if	rw	ifrw	0	chars
𠼃	chan	ij	jr	ijjr	0	chars
𠼄	shu	uu	ro	uuro	0	chars
𠼅	yan	yj	rv	yjrv	0	chars
𠼆	zhuo	vo	jr	vojr	0	chars
𠼇	lou	lb	rb	lbrb	0	chars
𠼈	ruo	ro	rv	rorv	0	chars
𠼉	chun	ip	rb	iprb	0	chars
𠼊	wei	wz	rv	wzrv	0	chars
𠼋	wen	wf	rr	wfrr	0	chars
𠼌	zheng	vg	rk	vgrk	0	chars
𠼍	ji	ji	rk	jirk	0	chars
𠼎	mi	mi	rd	mird	0	chars
𠼏	zuo	zo	rk	zork	0	chars
𠼐	li	li	rq	lirq	0	chars
𠼑	hao	hk	hr	hkhr	0	chars
𠼒	ben	bf	rm	bfrm	0	chars
𠼓	gui	gv	ru	gvru	0	chars
𠼔	chang	ih	rb	ihrb	0	chars
𠼕	bai	bl	ry	blry	0	chars
𠼕	bei	bz	ry	bzry	0	chars
𠼖	lan	lj	rv	ljrv	0	chars
𠼗	zan	zj	rl	zjrl	0	chars
𠼘	wu	wu	rr	wurr	0	chars
𠼙	sang	sh	rk	shrk	0	chars
𠼙	shuang	ud	rk	udrk	0	chars
𠼚	bai	bl	rk	blrk	0	chars
𠼚	bei	bz	rk	bzrk	0	chars
𠼛	fu	fu	rm	furm	0	chars
𠼜	nie	nx	rm	nxrm	0	chars
𠼝	li	li	rd	lird	0	chars
𠼞	a	aa	om	aaom	0	chars
𠼟	lve	lt	rw	ltrw	0	chars
𠼠	zhi	vi	rc	virc	0	chars
𠼡	chou	ib	ne	ibne	0	chars
𠼢	jiang	jd	ri	jdri	0	chars
𠼢	qiang	qd	ri	qdri	0	chars
𠼣	chuai	iy	rw	iyrw	0	chars
𠼣	chuo	io	rw	iorw	0	chars
𠼤	jian	jm	rg	jmrg	0	chars
𠼥	jue	jt	rk	jtrk	0	chars
𠼥	xue	xt	rk	xtrk	0	chars
𠼦	man	mj	re	mjre	0	chars
𠼧	yan	yj	ru	yjru	0	chars
𠼨	jiao	jc	rr	jcrr	0	chars
𠼩	lun	lp	rb	lprb	0	chars
𠼪	yi	yi	rn	yirn	0	chars
𠼫	xian	xm	rn	xmrn	0	chars
𠼬	shang	uh	rb	uhrb	0	chars
𠼭	bo	bo	rm	borm	0	chars
𠼮	gui	gv	rf	gvrf	0	chars
𠼮	wei	wz	rf	wzrf	0	chars
𠼰	geng	gg	rk	ggrk	0	chars
𠼱	ne	ne	rf	nerf	0	chars
𠼱	ni	ni	rf	nirf	0	chars
𠼻	ji	ji	rg	jirg	0	chars
𠼽	mo	mo	ru	moru	0	chars
𠽁	jue	jt	rn	jtrn	0	chars
𠽁	xue	xt	rn	xtrn	0	chars
𠽊	min	mn	rk	mnrk	0	chars
𠽋	ni	ni	rr	nirr	0	chars
𠽌	xue	xt	rm	xtrm	0	chars
𠽍	yao	yk	rg	ykrg	0	chars
𠽑	guo	go	re	gore	0	chars
𠽛	yin	yn	ri	ynri	0	chars
𠽜	yi	yi	rr	yirr	0	chars
𠽝	nin	nn	rc	nnrc	0	chars
𠽟	zao	zk	ri	zkri	0	chars
𠽠	duan	dr	je	drje	0	chars
𠽡	hui	hv	rp	hvrp	0	chars
𠽢	bo	bo	ri	bori	0	chars
𠽣	zha	va	rx	varx	0	chars
𠽤	ji	ji	ri	jiri	0	chars
𠽥	yan	yj	rg	yjrg	0	chars
𠽥	ye	ye	rg	yerg	0	chars
𠽦	han	hj	rr	hjrr	0	chars
𠽧	die	dx	rg	dxrg	0	chars
𠽧	xi	xi	rg	xirg	0	chars
𠽧	zhi	vi	rg	virg	0	chars
𠽨	yin	yn	ra	ynra	0	chars
𠽩	bi	bi	rq	birq	0	chars
𠽪	an	an	ra	anra	0	chars
𠽪	xu	xu	ra	xura	0	chars
𠽫	xia	xw	rh	xwrh	0	chars
𠽬	ni	ni	rc	nirc	0	chars
𠽭	di	di	ro	diro	0	chars
𠽮	di	di	ro	diro	0	chars
𠽯	di	di	ro	diro	0	chars
𠽰	di	di	ro	diro	0	chars
𠽱	jian	jm	ru	jmru	0	chars
𠽲	pan	pj	rt	pjrt	0	chars
𠽳	pan	pj	ra	pjra	0	chars
𠽴	chuan	ir	rb	irrb	0	chars
𠽵	yu	yu	rt	yurt	0	chars
𠽶	chuai	iy	ru	iyru	0	chars
𠽶	chuo	io	ru	ioru	0	chars
𠽶	cui	cv	ru	cvru	0	chars
𠽷	za	za	rc	zarc	0	chars
𠽸	xiao	xc	rc	xcrc	0	chars
𠽹	cha	ia	rr	iarr	0	chars
𠽺	yin	yn	sg	ynsg	0	chars
𠽻	zhe	ve	rr	verr	0	chars
𠽼	se	se	rm	serm	0	chars
𠽽	ning	ny	rk	nyrk	0	chars
𠽾	pen	pf	ra	pfra	0	chars
𠽾	pu	pu	ra	pura	0	chars
𠽿	gu	gu	rj	gurj	0	chars
𠾀	zhe	ve	rk	verk	0	chars
𠾁	yi	yi	rq	yirq	0	chars
𠾂	se	se	dr	sedr	0	chars
𠾃	shang	uh	yr	uhyr	0	chars
𠾄	shan	uj	bn	ujbn	0	chars
𠾅	yao	yk	rr	ykrr	0	chars
𠾅	yin	yn	rr	ynrr	0	chars
𠾆	li	li	rq	lirq	0	chars
𠾇	dou	db	ri	dbri	0	chars
𠾈	you	yb	rr	ybrr	0	chars
𠾉	chou	ib	ni	ibni	0	chars
𠾊	tuo	to	rg	torg	0	chars
𠾋	zui	zv	rl	zvrl	0	chars
𠾌	po	po	rx	porx	0	chars
𠾍	qi	qi	rd	qird	0	chars
𠾎	san	sj	rk	sjrk	0	chars
𠾏	she	ue	ra	uera	0	chars
𠾐	long	ls	rm	lsrm	0	chars
𠾑	xian	xm	rn	xmrn	0	chars
𠾒	ya	ya	rg	yarg	0	chars
𠾖	qi	qi	rr	qirr	0	chars
𠾗	han	hj	ro	hjro	0	chars
𠾘	yan	yj	rr	yjrr	0	chars
𠾙	fu	fu	rw	furw	0	chars
𠾚	fei	fz	rc	fzrc	0	chars
𠾛	huang	hd	rc	hdrc	0	chars
𠾜	se	se	rm	serm	0	chars
𠾝	dan	dj	rk	djrk	0	chars
𠾞	fen	ff	rh	ffrh	0	chars
𠾟	ke	ke	rr	kerr	0	chars
𠾠	gou	gb	rr	gbrr	0	chars
𠾡	deng	dg	ri	dgri	0	chars
𠾢	shu	uu	ri	uuri	0	chars
𠾣	han	hj	rd	hjrd	0	chars
𠾣	jin	jn	rd	jnrd	0	chars
𠾤	jin	jn	dr	jndr	0	chars
𠾥	ling	ly	mi	lymi	0	chars
𠾦	bei	bz	rp	bzrp	0	chars
𠾧	shou	ub	rb	ubrb	0	chars
𠾨	kan	kj	ro	kjro	0	chars
𠾨	kang	kh	ro	khro	0	chars
𠾩	la	la	rv	larv	0	chars
𠾪	yuan	yr	ro	yrro	0	chars
𠾫	xu	xu	rc	xurc	0	chars
𠾬	jin	jn	ro	jnro	0	chars
𠾭	hui	hv	rv	hvrv	0	chars
𠾮	chuan	ir	rh	irrh	0	chars
𠾯	xiao	xc	rd	xcrd	0	chars
𠾰	yan	yj	rg	yjrg	0	chars
𠾰	ye	ye	rg	yerg	0	chars
𠾱	zan	zj	ra	zjra	0	chars
𠾲	yue	yt	rv	ytrv	0	chars
𠾳	ge	ge	mr	gemr	0	chars
𠾴	bang	bh	rq	bhrq	0	chars
𠾶	jing	jy	rf	jyrf	0	chars
𠾺	shan	uj	rr	ujrr	0	chars
𠾼	jie	jx	ru	jxru	0	chars
𠾿	xiang	xd	rc	xdrc	0	chars
𠿅	huan	hr	rg	hrrg	0	chars
𠿆	mai	ml	re	mlre	0	chars
𠿇	xie	xx	rq	xxrq	0	chars
𠿈	jiu	jq	rp	jqrp	0	chars
𠿉	ji	ji	jr	jijr	0	chars
𠿊	chi	ii	re	iire	0	chars
𠿋	yue	yt	rs	ytrs	0	chars
𠿌	yao	yk	ra	ykra	0	chars
𠿍	dian	dm	re	dmre	0	chars
𠿎	gua	gw	rb	gwrb	0	chars
𠿎	guo	go	rb	gorb	0	chars
𠿎	he	he	rb	herb	0	chars
𠿎	wa	wa	rb	warb	0	chars
𠿎	wai	wl	rb	wlrb	0	chars
𠿎	wo	wo	rb	worb	0	chars
𠿏	jian	jm	rf	jmrf	0	chars
𠿐	man	mj	rs	mjrs	0	chars
𠿑	an	an	rp	anrp	0	chars
𠿑	gan	gj	rp	gjrp	0	chars
𠿑	han	hj	rp	hjrp	0	chars
𠿒	he	he	ro	hero	0	chars
𠿒	ye	ye	ro	yero	0	chars
𠿓	sa	sa	rm	sarm	0	chars
𠿔	hui	hv	rp	hvrp	0	chars
𠿕	qiao	qc	hn	qchn	0	chars
𠿖	biao	bc	ro	bcro	0	chars
𠿗	se	se	rh	serh	0	chars
𠿘	zui	zv	rs	zvrs	0	chars
𠿙	pao	pk	ru	pkru	0	chars
𠿚	die	dx	rd	dxrd	0	chars
𠿚	zha	va	rd	vard	0	chars
𠿛	lu	lu	rs	lurs	0	chars
𠿜	hua	hw	rn	hwrn	0	chars
𠿝	chu	iu	ro	iuro	0	chars
𠿞	shan	uj	rm	ujrm	0	chars
𠿟	wo	wo	hr	wohr	0	chars
𠿠	ji	ji	ri	jiri	0	chars
𠿡	zhuo	vo	jr	vojr	0	chars
𠿢	xian	xm	ro	xmro	0	chars
𠿣	yi	yi	ro	yiro	0	chars
𠿤	guo	go	re	gore	0	chars
𠿥	chi	ii	rb	iirb	0	chars
𠿥	di	di	rb	dirb	0	chars
𠿥	gui	gv	rb	gvrb	0	chars
𠿥	kui	kv	rb	kvrb	0	chars
𠿦	yin	yn	sg	ynsg	0	chars
𠿧	shang	uh	jr	uhjr	0	chars
𠿨	gan	gj	rj	gjrj	0	chars
𠿩	rui	rv	rb	rvrb	0	chars
𠿪	jia	jw	rc	jwrc	0	chars
𠿫	shao	uk	rb	ukrb	0	chars
𠿬	sha	ua	re	uare	0	chars
𠿭	hua	hw	rb	hwrb	0	chars
𠿮	yin	yn	ro	ynro	0	chars
𠿱	dao	dk	ru	dkru	0	chars
𠿳	yin	yn	rc	ynrc	0	chars
𠿺	zang	zh	rt	zhrt	0	chars
𠿻	qiao	qc	hu	qchu	0	chars
𠿼	sha	ua	rf	uarf	0	chars
𠿽	fu	fu	rb	furb	0	chars
𠿾	an	an	rv	anrv	0	chars
𠿿	yi	yi	ri	yiri	0	chars
𡀀	lin	ln	rf	lnrf	0	chars
𡀁	se	se	rw	serw	0	chars
𡀂	lei	lz	rw	lzrw	0	chars
𡀃	zhen	vf	rj	vfrj	0	chars
𡀄	kun	kp	rm	kprm	0	chars
𡀅	ji	ji	rc	jirc	0	chars
𡀆	pi	pi	gf	pigf	0	chars
𡀇	dong	ds	rg	dsrg	0	chars
𡀈	ting	ty	rg	tyrg	0	chars
𡀉	die	dx	rm	dxrm	0	chars
𡀊	run	rp	ri	rpri	0	chars
𡀋	an	an	rv	anrv	0	chars
𡀌	sui	sv	rh	svrh	0	chars
𡀍	yu	yu	rp	yurp	0	chars
𡀎	wei	wz	rk	wzrk	0	chars
𡀏	wei	wz	rk	wzrk	0	chars
𡀐	ning	ny	rd	nyrd	0	chars
𡀐	zhu	vu	rd	vurd	0	chars
𡀑	zhou	vb	ry	vbry	0	chars
𡀒	jiao	jc	rh	jcrh	0	chars
𡀒	xiao	xc	rh	xcrh	0	chars
𡀓	ling	ly	rg	lyrg	0	chars
𡀔	lou	lb	rr	lbrr	0	chars
𡀔	lu	lu	rr	lurr	0	chars
𡀖	bo	bo	rm	borm	0	chars
𡀗	shi	ui	ri	uiri	0	chars
𡀘	ying	yy	rv	yyrv	0	chars
𡀙	ku	ku	ru	kuru	0	chars
𡀚	xun	xp	rf	xprf	0	chars
𡀛	hu	hu	rd	hurd	0	chars
𡀜	long	ls	rt	lsrt	0	chars
𡀜	nong	ns	rt	nsrt	0	chars
𡀩	luo	lo	rr	lorr	0	chars
𡀫	lin	ln	rd	lnrd	0	chars
𡀰	cui	cv	rg	cvrg	0	chars
𡀱	hao	hk	ru	hkru	0	chars
𡀱	xiao	xc	ru	xcru	0	chars
𡀸	tong	ts	fr	tsfr	0	chars
𡀹	zhi	vi	rc	virc	0	chars
𡀺	xie	xx	rc	xxrc	0	chars
𡀻	yang	yh	hh	yhhh	0	chars
𡀼	ying	yy	rv	yyrv	0	chars
𡀽	he	he	rt	hert	0	chars
𡀽	ye	ye	rt	yert	0	chars
𡀾	e	ee	rf	eerf	0	chars
𡀿	lv	lv	rv	lvrv	0	chars
𡁀	han	hj	ro	hjro	0	chars
𡁁	kai	kl	re	klre	0	chars
𡁁	ye	ye	re	yere	0	chars
𡁂	chi	ii	rj	iirj	0	chars
𡁃	ze	ze	rc	zerc	0	chars
𡁄	yu	yu	rv	yurv	0	chars
𡁅	chan	ij	ru	ijru	0	chars
𡁆	luo	lo	rq	lorq	0	chars
𡁇	chuo	io	rj	iorj	0	chars
𡁈	fan	fj	rj	fjrj	0	chars
𡁉	zhi	vi	rl	virl	0	chars
𡁊	ying	yy	rv	yyrv	0	chars
𡁋	wen	wf	rp	wfrp	0	chars
𡁌	wa	wa	ro	waro	0	chars
𡁍	ai	ai	ro	airo	0	chars
𡁍	ni	ni	ro	niro	0	chars
𡁎	yu	yu	rc	yurc	0	chars
𡁏	meng	mg	ro	mgro	0	chars
𡁐	ai	ai	rl	airl	0	chars
𡁐	yi	yi	rl	yirl	0	chars
𡁑	hua	hw	rb	hwrb	0	chars
𡁒	chi	ii	re	iire	0	chars
𡁓	lie	lx	rn	lxrn	0	chars
𡁔	jing	jy	rb	jyrb	0	chars
𡁕	za	za	rv	zarv	0	chars
𡁖	ye	ye	rd	yerd	0	chars
𡁗	qiao	qc	hu	qchu	0	chars
𡁘	bi	bi	rl	birl	0	chars
𡁜	huo	ho	rb	horb	0	chars
𡁝	xing	xy	rc	xyrc	0	chars
𡁟	bin	bn	rc	bnrc	0	chars
𡁠	er	er	rb	errb	0	chars
𡁡	kuo	ko	rr	korr	0	chars
𡁢	wen	wf	rt	wfrt	0	chars
𡁣	ma	ma	rf	marf	0	chars
𡁤	ge	ge	rr	gerr	0	chars
𡁥	tuo	to	ru	toru	0	chars
𡁦	ze	ze	rb	zerb	0	chars
𡁧	zang	zh	rs	zhrs	0	chars
𡁨	dui	dv	tr	dvtr	0	chars
𡁩	yun	yp	rh	yprh	0	chars
𡁪	ji	ji	rn	jirn	0	chars
𡁫	zui	zv	rx	zvrx	0	chars
𡁬	yin	yn	rv	ynrv	0	chars
𡁭	bai	bl	ry	blry	0	chars
𡁭	bei	bz	ry	bzry	0	chars
𡁮	wo	wo	rb	worb	0	chars
𡁰	ji	ji	rb	jirb	0	chars
𡁰	qi	qi	rb	qirb	0	chars
𡁱	xi	xi	rf	xirf	0	chars
𡁲	ti	ti	ro	tiro	0	chars
𡁳	zhan	vj	re	vjre	0	chars
𡁴	tuan	tr	ri	trri	0	chars
𡁵	jin	jn	rf	jnrf	0	chars
𡁶	jie	jx	rg	jxrg	0	chars
𡁻	zhao	vk	rb	vkrb	0	chars
𡂄	bo	bo	rc	borc	0	chars
𡂄	po	po	rc	porc	0	chars
𡂇	zha	va	re	vare	0	chars
𡂈	pu	pu	ro	puro	0	chars
𡂉	shi	ui	rr	uirr	0	chars
𡂊	yu	yu	re	yure	0	chars
𡂋	dan	dj	rf	djrf	0	chars
𡂎	liu	lq	re	lqre	0	chars
𡂎	lu	lu	re	lure	0	chars
𡂏	lie	lx	rv	lxrv	0	chars
𡂐	can	cj	rc	cjrc	0	chars
𡂐	za	za	rc	zarc	0	chars
𡂐	zan	zj	rc	zjrc	0	chars
𡂑	pan	pj	rt	pjrt	0	chars
𡂒	zhi	vi	rc	virc	0	chars
𡂓	shi	ui	rb	uirb	0	chars
𡂔	qi	qi	rp	qirp	0	chars
𡂕	lao	lk	rh	lkrh	0	chars
𡂖	lai	ll	rb	llrb	0	chars
𡂖	ta	ta	rb	tarb	0	chars
𡂗	wei	wz	rb	wzrb	0	chars
𡂗	zui	zv	rb	zvrb	0	chars
𡂘	pao	pk	rf	pkrf	0	chars
𡂙	chi	ii	rq	iirq	0	chars
𡂚	ying	yy	ru	yyru	0	chars
𡂛	dou	db	rt	dbrt	0	chars
𡂛	ru	ru	rt	rurt	0	chars
𡂜	chuo	io	rw	iorw	0	chars
𡂝	dou	db	rc	dbrc	0	chars
𡂝	du	du	rc	durc	0	chars
𡂞	yi	yi	ri	yiri	0	chars
𡂟	bao	bk	ru	bkru	0	chars
𡂠	qie	qx	rf	qxrf	0	chars
𡂡	shu	uu	rk	uurk	0	chars
𡂢	dao	dk	rd	dkrd	0	chars
𡂢	jiao	jc	rd	jcrd	0	chars
𡂣	zhi	vi	rw	virw	0	chars
𡂤	sang	sh	mo	shmo	0	chars
𡂥	han	hj	rg	hjrg	0	chars
𡂥	tan	tj	rg	tjrg	0	chars
𡂦	shang	uh	mr	uhmr	0	chars
𡂧	sang	sh	mv	shmv	0	chars
𡂨	yin	yn	rr	ynrr	0	chars
𡂩	lie	lx	rj	lxrj	0	chars
𡂪	zhe	ve	rf	verf	0	chars
𡂫	peng	pg	rj	pgrj	0	chars
𡂬	jin	jn	sm	jnsm	0	chars
𡂭	zhe	ve	ro	vero	0	chars
𡂰	tan	tj	rl	tjrl	0	chars
𡂴	lian	lm	rj	lmrj	0	chars
𡂶	jie	jx	ra	jxra	0	chars
𡂷	kuan	kr	ri	krri	0	chars
𡂸	zhi	vi	rl	virl	0	chars
𡂹	shen	uf	rw	ufrw	0	chars
𡂺	yang	yh	rv	yhrv	0	chars
𡂻	qing	qy	re	qyre	0	chars
𡂼	ma	ma	rf	marf	0	chars
𡂽	tan	tj	rj	tjrj	0	chars
𡂾	teng	tg	re	tgre	0	chars
𡂿	ou	ou	ro	ouro	0	chars
𡃀	yi	yi	re	yire	0	chars
𡃁	liang	ld	ru	ldru	0	chars
𡃂	xie	xx	rf	xxrf	0	chars
𡃃	ji	ji	rj	jirj	0	chars
𡃃	qi	qi	rj	qirj	0	chars
𡃄	lai	ll	rc	llrc	0	chars
𡃅	ying	yy	ri	yyri	0	chars
𡃆	ceng	cg	ra	cgra	0	chars
𡃇	bi	bi	rt	birt	0	chars
𡃈	ke	ke	rj	kerj	0	chars
𡃉	jia	jw	rf	jwrf	0	chars
𡃎	fen	ff	rk	ffrk	0	chars
𡃏	duo	do	rg	dorg	0	chars
𡃑	sheng	ug	rb	ugrb	0	chars
𡃒	pu	pu	ro	puro	0	chars
𡃓	bo	bo	rw	borw	0	chars
𡃕	han	hj	rn	hjrn	0	chars
𡃖	le	le	rp	lerp	0	chars
𡃝	lun	lp	rb	lprb	0	chars
𡃞	zan	zj	ra	zjra	0	chars
𡃟	nang	nh	gv	nhgv	0	chars
𡃠	pei	pz	mr	pzmr	0	chars
𡃠	pou	pb	mr	pbmr	0	chars
𡃡	long	ls	yr	lsyr	0	chars
𡃢	xi	xi	rm	xirm	0	chars
𡃣	zhan	vj	ri	vjri	0	chars
𡃤	lai	ll	rc	llrc	0	chars
𡃥	dui	dv	rj	dvrj	0	chars
𡃥	tun	tp	rj	tprj	0	chars
𡃥	xiang	xd	rj	xdrj	0	chars
𡃥	zhun	vp	rj	vprj	0	chars
𡃦	lin	ln	rg	lnrg	0	chars
𡃧	shi	ui	ro	uiro	0	chars
𡃧	xu	xu	ro	xuro	0	chars
𡃨	xi	xi	rp	xirp	0	chars
𡃩	gui	gv	rv	gvrv	0	chars
𡃪	chi	ii	rc	iirc	0	chars
𡃪	di	di	rc	dirc	0	chars
𡃪	kui	kv	rc	kvrc	0	chars
𡃫	yan	yj	re	yjre	0	chars
𡃬	shang	uh	yb	uhyb	0	chars
𡃭	ge	ge	mr	gemr	0	chars
𡃮	chou	ib	ra	ibra	0	chars
𡃮	zhou	vb	ra	vbra	0	chars
𡃯	tang	th	ih	thih	0	chars
𡃰	xi	xi	ri	xiri	0	chars
𡃱	huan	hr	ro	hrro	0	chars
𡃱	ta	ta	ro	taro	0	chars
𡃲	nei	nz	rv	nzrv	0	chars
𡃳	xing	xy	rc	xyrc	0	chars
𡃴	sui	sv	rb	svrb	0	chars
𡃵	yong	ys	rg	ysrg	0	chars
𡃶	xi	xi	rh	xirh	0	chars
𡃷	li	li	rw	lirw	0	chars
𡃸	ci	ci	rf	cirf	0	chars
𡃹	chan	ij	ri	ijri	0	chars
𡃹	zhan	vj	ri	vjri	0	chars
𡄂	pi	pi	gg	pigg	0	chars
𡄃	ma	ma	rf	marf	0	chars
𡄄	can	cj	rv	cjrv	0	chars
𡄅	tu	tu	lr	tulr	0	chars
𡄆	xue	xt	rd	xtrd	0	chars
𡄇	qing	qy	rr	qyrr	0	chars
𡄈	xin	xn	gr	xngr	0	chars
𡄈	yang	yh	gr	yhgr	0	chars
𡄉	ning	ny	rk	nyrk	0	chars
𡄊	chi	ii	rt	iirt	0	chars
𡄋	zan	zj	ra	zjra	0	chars
𡄌	jie	jx	ha	jxha	0	chars
𡄌	ya	ya	ha	yaha	0	chars
𡄑	jian	jm	rm	jmrm	0	chars
𡄒	dao	dk	gr	dkgr	0	chars
𡄓	jian	jm	ro	jmro	0	chars
𡄔	qing	qy	rj	qyrj	0	chars
𡄕	xie	xx	re	xxre	0	chars
𡄖	ying	yy	rp	yyrp	0	chars
𡄗	bao	bk	rr	bkrr	0	chars
𡄗	bo	bo	rr	borr	0	chars
𡄗	pao	pk	rr	pkrr	0	chars
𡄘	yi	yi	rr	yirr	0	chars
𡄙	ze	ze	rc	zerc	0	chars
𡄚	shang	uh	yb	uhyb	0	chars
𡄛	qi	qi	rr	qirr	0	chars
𡄜	nang	nh	gv	nhgv	0	chars
𡄝	xi	xi	tr	xitr	0	chars
𡄟	ha	ha	re	hare	0	chars
𡄟	yi	yi	re	yire	0	chars
𡄠	chuan	ir	rb	irrb	0	chars
𡄡	zhe	ve	rf	verf	0	chars
𡄢	she	ue	ra	uera	0	chars
𡄣	mi	mi	rb	mirb	0	chars
𡄤	huan	hr	rv	hrrv	0	chars
𡄥	yan	yj	ro	yjro	0	chars
𡄦	lin	ln	rr	lnrr	0	chars
𡄯	yi	yi	rp	yirp	0	chars
𡄱	cu	cu	ro	curo	0	chars
𡄲	ru	ru	vr	ruvr	0	chars
𡄳	sa	sa	rm	sarm	0	chars
𡄴	huo	ho	rb	horb	0	chars
𡄵	yi	yi	rw	yirw	0	chars
𡄶	ti	ti	rc	tirc	0	chars
𡄷	di	di	ro	diro	0	chars
𡄸	yong	ys	rg	ysrg	0	chars
𡄹	luan	lr	rr	lrrr	0	chars
𡄺	piao	pc	rf	pcrf	0	chars
𡄻	yi	yi	gr	yigr	0	chars
𡄼	xi	xi	ru	xiru	0	chars
𡄿	nang	nh	rv	nhrv	0	chars
𡅀	pei	pz	vr	pzvr	0	chars
𡅁	zhai	vl	rd	vlrd	0	chars
𡅂	bo	bo	rf	borf	0	chars
𡅃	pang	ph	rp	phrp	0	chars
𡅄	tan	tj	yj	tjyj	0	chars
𡅅	e	ee	rc	eerc	0	chars
𡅅	ei	ei	rc	eirc	0	chars
𡅆	zang	zh	rs	zhrs	0	chars
𡅇	cong	cs	re	csre	0	chars
𡅈	la	la	rq	larq	0	chars
𡅉	yun	yp	ra	ypra	0	chars
𡅋	han	hj	rt	hjrt	0	chars
𡅏	li	li	rt	lirt	0	chars
𡅐	li	li	tr	litr	0	chars
𡅓	zhai	vl	rd	vlrd	0	chars
𡅔	yan	yj	re	yjre	0	chars
𡅕	xi	xi	gr	xigr	0	chars
𡅖	mang	mh	nv	mhnv	0	chars
𡅗	xi	xi	rn	xirn	0	chars
𡅘	la	la	rv	larv	0	chars
𡅙	yun	yp	rc	yprc	0	chars
𡅚	yin	yn	rg	ynrg	0	chars
𡅛	chan	ij	ri	ijri	0	chars
𡅜	bao	bk	rr	bkrr	0	chars
𡅜	bo	bo	rr	borr	0	chars
𡅜	po	po	rr	porr	0	chars
𡅝	yan	yj	re	yjre	0	chars
𡅞	lan	lj	rt	ljrt	0	chars
𡅟	shang	uh	yb	uhyb	0	chars
𡅠	chuang	id	ru	idru	0	chars
𡅡	e	ee	mr	eemr	0	chars
𡅣	xiao	xc	rx	xcrx	0	chars
𡅤	jian	jm	gm	jmgm	0	chars
𡅥	die	dx	rc	dxrc	0	chars
𡅦	gao	gk	gr	gkgr	0	chars
𡅧	nan	nj	rg	njrg	0	chars
𡅨	nan	nj	rr	njrr	0	chars
𡅨	tan	tj	rr	tjrr	0	chars
𡅭	guan	gr	rt	grrt	0	chars
𡅮	yan	yj	re	yjre	0	chars
𡅰	cao	ck	ra	ckra	0	chars
𡅱	huan	hr	rr	hrrr	0	chars
𡅲	nie	nx	rd	nxrd	0	chars
𡅴	yan	yj	re	yjre	0	chars
𡅵	shi	ui	rj	uirj	0	chars
𡅶	jian	jm	rf	jmrf	0	chars
𡅸	jian	jm	gm	jmgm	0	chars
𡅹	zhan	vj	rm	vjrm	0	chars
𡅺	ji	ji	rj	jirj	0	chars
𡅻	huan	hr	rr	hrrr	0	chars
𡅼	fan	fj	rj	fjrj	0	chars
𡅽	huan	hr	rr	hrrr	0	chars
𡅾	yan	yj	re	yjre	0	chars
𡅿	xi	xi	rl	xirl	0	chars
𡆀	hong	hs	rj	hsrj	0	chars
𡆃	shan	uj	tr	ujtr	0	chars
𡆅	wan	wj	re	wjre	0	chars
𡆆	luo	lo	rg	lorg	0	chars
𡆉	yan	yj	re	yjre	0	chars
𡆊	dang	dh	sf	dhsf	0	chars
𡆋	jue	jt	ri	jtri	0	chars
𡆎	mian	mm	rm	mmrm	0	chars
𡆏	dou	db	rl	dbrl	0	chars
𡆐	jian	jm	tr	jmtr	0	chars
𡆑	yan	yj	rk	yjrk	0	chars
𡆒	jian	jm	tr	jmtr	0	chars
𡆓	chou	ib	ra	ibra	0	chars
𡆓	zhou	vb	ra	vbra	0	chars
𡆔	xiao	xc	rr	xcrr	0	chars
𡆕	lian	lm	rp	lmrp	0	chars
𡆗	luo	lo	rg	lorg	0	chars
𡆛	zhui	vv	rg	vvrg	0	chars
𡆜	zhu	vu	ri	vuri	0	chars
𡆝	luan	lr	rb	lrrb	0	chars
𡆟	ken	kf	ru	kfru	0	chars
𡆠	ri	ri	wn	riwn	0	chars
𡆡	qi	qi	wo	qiwo	0	chars
𡆡	qu	qu	wo	quwo	0	chars
𡆢	qiu	qq	wk	qqwk	0	chars
𡆣	di	di	wo	diwo	0	chars
𡆣	nie	nx	wo	nxwo	0	chars
𡆤	nan	nj	wm	njwm	0	chars
𡆥	jiu	jq	wy	jqwy	0	chars
𡆦	yue	yt	wc	ytwc	0	chars
